Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
16,Sean Bergman,30,MIN,4,5,.444,9.66,15,14,0,0,0,0,68.0,111,76,73,18,33,1,35,2,0,2,337,54,7.09,2.118,14.7,2.4,4.4,4.6,1.06
17,Adam Bernero,23,DET,0,1,.000,4.19,12,4,4,0,0,0,34.1,33,18,16,3,13,1,20,1,0,1,141,113,4.33,1.340,8.7,0.8,3.4,5.2,1.54
18,Rocky Biddle,24,CHW,1,2,.333,8.34,4,4,0,0,0,0,22.2,31,25,21,5,8,0,7,0,0,2,105,61,6.44,1.721,12.3,2.0,3.2,2.8,0.88
19,Willie Blair,34,DET,10,6,.625,4.88,47,17,8,0,0,0,156.2,185,89,85,20,35,0,74,2,0,2,671,96,4.56,1.404,10.6,1.1,2.0,4.3,2.11
20,Doug Bochtler,29,KCR,0,2,.000,6.48,6,0,2,0,0,0,8.1,13,6,6,2,10,4,4,0,0,1,46,81,8.89,2.760,14.0,2.2,10.8,4.3,0.40
21,Pedro Borbón*,32,TOR,1,1,.500,6.48,59,0,6,0,0,1,41.2,45,37,30,5,38,5,29,5,0,0,213,79,6.40,1.992,9.7,1.1,8.2,6.3,0.76
22,Dave Borkowski,23,DET,0,1,.000,21.94,2,1,0,0,0,0,5.1,11,13,13,2,7,1,1,0,0,0,34,23,11.57,3.375,18.6,3.4,11.8,1.7,0.14
23,Ricky Bottalico,30,KCR,9,6,.600,4.83,62,0,50,0,0,16,72.2,65,40,39,12,41,3,56,2,1,5,319,105,5.51,1.459,8.1,1.5,5.1,6.9,1.37
24,Kent Bottenfield,31,ANA,7,8,.467,5.71,21,21,0,0,0,0,127.2,144,82,81,25,56,4,75,3,0,1,571,88,5.89,1.567,10.2,1.8,3.9,5.3,1.34
25,Chad Bradford,25,CHW,1,0,1.000,1.98,12,0,5,0,0,0,13.2,13,4,3,0,1,1,9,0,0,0,52,260,2.04,1.024,8.6,0.0,0.7,5.9,9.00
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
26,Leslie Brea,26,BAL,0,1,.000,11.00,6,1,3,0,0,0,9.0,12,11,11,1,10,0,5,1,0,1,49,45,7.13,2.444,12.0,1.0,10.0,5.0,0.50
27,Jamie Brewington,28,CLE,3,0,1.000,5.36,26,0,10,0,0,0,45.1,56,28,27,3,19,0,34,2,0,1,205,92,3.88,1.654,11.1,0.6,3.8,6.8,1.79
28,Doug Brocail,33,DET,5,4,.556,4.09,49,0,10,0,0,0,50.2,57,25,23,5,14,2,41,1,1,1,221,115,3.69,1.401,10.1,0.9,2.5,7.3,2.93
29,Jim Brower,27,CLE,2,3,.400,6.24,17,11,1,0,0,0,62.0,80,45,43,11,31,1,32,2,0,3,293,79,6.00,1.790,11.6,1.6,4.5,4.6,1.03
30,Mark Buehrle*,21,CHW,4,1,.800,4.21,28,3,6,0,0,0,51.1,55,27,24,5,19,1,37,3,0,0,225,120,4.24,1.442,9.6,0.9,3.3,6.5,1.95
31,Dave Burba,33,CLE,16,6,.727,4.47,32,32,0,0,0,0,191.1,199,99,95,19,91,2,180,2,0,7,848,110,4.00,1.516,9.4,0.9,4.3,8.5,1.98
32,Tim Byrdak*,26,KCR,0,1,.000,11.37,12,0,1,0,0,0,6.1,11,8,8,3,4,0,8,0,0,1,34,47,8.66,2.368,15.6,4.3,5.7,11.4,2.00
33,Cameron Cairncross*,28,CLE,1,0,1.000,3.86,15,0,2,0,0,0,9.1,11,4,4,1,3,1,8,0,0,0,40,132,3.78,1.500,10.6,1.0,2.9,7.7,2.67
34,Chris Carpenter,25,TOR,10,12,.455,6.26,34,27,1,2,0,0,175.1,204,130,122,30,83,1,113,5,0,3,795,81,5.58,1.637,10.5,1.5,4.3,5.8,1.36
35,Héctor Carrasco,30,TOT,5,4,.556,4.69,69,1,20,0,0,1,78.2,90,46,41,8,38,1,64,4,1,14,364,111,4.43,1.627,10.3,0.9,4.3,7.3,1.68
36,Héctor Carrasco,30,MIN,4,3,.571,4.25,61,0,18,0,0,1,72.0,75,38,34,6,33,0,57,3,0,14,324,122,4.13,1.500,9.4,0.8,4.1,7.1,1.73
37,Héctor Carrasco,30,BOS,1,1,.500,9.45,8,1,2,0,0,0,6.2,15,8,7,2,5,1,7,1,1,0,40,56,7.63,3.000,20.3,2.7,6.8,9.5,1.40
38,Frank Castillo,31,TOR,10,5,.667,3.59,25,24,1,0,0,0,138.0,112,58,55,18,56,0,104,5,0,0,576,142,4.65,1.217,7.3,1.2,3.7,6.8,1.86
39,Randy Choate*,24,NYY,0,1,.000,4.76,22,0,6,0,0,0,17.0,14,10,9,3,8,0,12,1,0,1,75,103,5.60,1.294,7.4,1.6,4.2,6.4,1.50
40,Mark Clark,32,TEX,3,5,.375,7.98,12,8,1,0,0,0,44.0,66,42,39,10,24,2,16,3,0,1,220,63,7.20,2.045,13.5,2.0,4.9,3.3,0.67
41,Roger Clemens,37,NYY,13,8,.619,3.70,32,32,0,1,0,0,204.1,184,96,84,26,84,0,188,10,1,2,878,131,4.33,1.312,8.1,1.1,3.7,8.3,2.24
42,Pasqual Coco,22,TOR,0,0,,9.00,1,1,0,0,0,0,4.0,5,4,4,1,5,0,2,1,0,1,23,61,9.88,2.500,11.3,2.3,11.3,4.5,0.40
43,Bartolo Colón,27,CLE,15,8,.652,3.88,30,30,0,2,1,0,188.0,163,86,81,21,98,4,212,4,0,4,807,127,3.96,1.388,7.8,1.0,4.7,10.1,2.16
44,David Cone,37,NYY,4,14,.222,6.91,30,29,0,0,0,0,155.0,192,124,119,25,82,3,120,9,0,11,733,70,5.44,1.768,11.1,1.5,4.8,7.0,1.46
45,Brian Cooper,25,ANA,4,8,.333,5.90,15,15,0,1,1,0,87.0,105,66,57,18,35,1,36,2,0,1,396,85,6.27,1.609,10.9,1.9,3.6,3.7,1.03
46,Francisco Cordero,25,TEX,1,2,.333,5.35,56,0,13,0,0,0,77.1,87,51,46,11,48,3,49,4,0,7,365,94,5.73,1.746,10.1,1.3,5.6,5.7,1.02
47,Rheal Cormier*,33,BOS,3,3,.500,4.61,64,0,12,0,0,0,68.1,74,40,35,7,17,2,43,0,0,1,293,110,3.95,1.332,9.7,0.9,2.2,5.7,2.53
48,Tim Crabtree,30,TEX,2,7,.222,5.15,68,0,28,0,0,2,80.1,86,52,46,7,31,6,54,2,0,4,352,98,4.15,1.456,9.6,0.8,3.5,6.0,1.74
49,Paxton Crawford,22,BOS,2,1,.667,3.41,7,4,2,0,0,0,29.0,25,15,11,0,13,2,17,2,0,0,123,150,3.51,1.310,7.8,0.0,4.0,5.3,1.31
50,Doug Creek*,31,TBD,1,3,.250,4.60,45,0,8,0,0,1,60.2,49,33,31,10,39,3,73,2,0,3,265,108,4.90,1.451,7.3,1.5,5.8,10.8,1.87
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
51,Jack Cressend,25,MIN,0,0,,5.27,11,0,4,0,0,0,13.2,20,8,8,0,6,0,6,0,0,0,61,100,3.57,1.902,13.2,0.0,4.0,4.0,1.00
52,Rich Croushore,29,BOS,0,1,.000,5.79,5,0,3,0,0,0,4.2,4,3,3,0,5,1,3,1,0,1,24,93,5.71,1.929,7.7,0.0,9.6,5.8,0.60
53,Nelson Cruz,27,DET,5,2,.714,3.07,27,0,12,0,0,0,41.0,39,14,14,4,13,3,34,3,0,2,172,153,3.91,1.268,8.6,0.9,2.9,7.5,2.62
54,Darwin Cubillán,27,TOT,1,0,1.000,9.45,20,0,6,0,0,0,33.1,52,36,35,9,25,0,27,1,0,1,172,54,7.36,2.310,14.0,2.4,6.8,7.3,1.08
55,Darwin Cubillán,27,TOR,1,0,1.000,8.04,7,0,1,0,0,0,15.2,20,14,14,5,11,0,14,1,0,0,75,64,7.79,1.979,11.5,2.9,6.3,8.0,1.27
56,Darwin Cubillán,27,TEX,0,0,,10.70,13,0,5,0,0,0,17.2,32,22,21,4,14,0,13,0,0,1,97,48,6.98,2.604,16.3,2.0,7.1,6.6,0.93
57,Jeff D'Amico,25,KCR,0,1,.000,9.22,7,1,1,0,0,0,13.2,19,14,14,2,15,1,9,0,2,1,71,56,7.01,2.488,12.5,1.3,9.9,5.9,0.60
58,Doug Davis*,24,TEX,7,6,.538,5.38,30,13,4,1,0,0,98.2,109,61,59,14,58,3,66,3,1,5,450,94,5.50,1.693,9.9,1.3,5.3,6.0,1.14
59,Kane Davis,25,CLE,0,3,.000,14.73,5,2,0,0,0,0,11.0,20,21,18,3,8,0,2,1,1,0,61,34,8.77,2.545,16.4,2.5,6.5,1.6,0.25
60,Sean DePaula,26,CLE,0,0,,5.94,13,0,3,0,0,0,16.2,20,11,11,3,14,2,16,0,0,0,83,84,6.07,2.040,10.8,1.6,7.6,8.6,1.14
61,Matt DeWitt,22,TOR,1,0,1.000,8.56,8,0,4,0,0,0,13.2,20,13,13,4,9,0,6,2,0,1,68,61,8.48,2.122,13.2,2.6,5.9,4.0,0.67
62,Jason Dickson,27,ANA,2,2,.500,6.11,6,6,0,0,0,0,28.0,39,20,19,5,7,0,18,1,0,0,125,83,5.03,1.643,12.5,1.6,2.3,5.8,2.57
63,Craig Dingman,26,NYY,0,0,,6.55,10,0,4,0,0,0,11.0,18,8,8,1,3,0,8,0,0,0,51,76,3.68,1.909,14.7,0.8,2.5,6.5,2.67
64,Tim Drew,21,CLE,1,0,1.000,10.00,3,3,0,0,0,0,9.0,17,12,10,1,8,0,5,1,0,0,51,51,6.47,2.778,17.0,1.0,8.0,5.0,0.63
65,Chad Durbin,22,KCR,2,5,.286,8.21,16,16,0,0,0,0,72.1,91,71,66,14,43,1,37,0,0,7,349,62,6.41,1.853,11.3,1.7,5.4,4.6,0.86
66,Mike Duvall*,25,TBD,0,0,,7.71,2,0,0,0,0,0,2.1,5,2,2,0,1,0,0,0,0,0,12,72,4.42,2.571,19.3,0.0,3.9,0.0,0.00
67,Dave Eiland,33,TBD,2,3,.400,7.24,17,10,1,0,0,0,54.2,77,46,44,8,18,0,17,4,0,1,260,68,5.62,1.738,12.7,1.3,3.0,2.8,0.94
68,Darrell Einertson,27,NYY,0,0,,3.55,11,0,4,0,0,0,12.2,16,9,5,1,4,0,3,0,0,0,58,139,4.63,1.579,11.4,0.7,2.8,2.1,0.75
69,Cal Eldred,32,CHW,10,2,.833,4.58,20,20,0,2,1,0,112.0,103,61,57,12,59,0,97,5,0,4,492,110,4.51,1.446,8.3,1.0,4.7,7.8,1.64
70,Trevor Enders*,25,TBD,0,1,.000,10.61,9,0,4,0,0,0,9.1,14,13,11,2,5,0,5,0,0,0,46,48,6.46,2.036,13.5,1.9,4.8,4.8,1.00
71,Todd Erdos,26,NYY,0,0,,5.04,14,0,6,0,0,1,25.0,31,14,14,2,11,0,18,1,0,1,114,97,4.17,1.680,11.2,0.7,4.0,6.5,1.64
72,Scott Erickson,32,BAL,5,8,.385,7.87,16,16,0,1,0,0,92.2,127,81,81,14,48,0,41,5,0,3,446,60,5.93,1.888,12.3,1.4,4.7,4.0,0.85
73,Kelvim Escobar,24,TOR,10,15,.400,5.35,43,24,8,3,1,2,180.0,186,118,107,26,85,3,142,3,0,4,794,95,4.90,1.506,9.3,1.3,4.3,7.1,1.67
74,Leo Estrella,25,TOR,0,0,,5.79,2,0,1,0,0,0,4.2,9,3,3,1,0,0,3,0,0,0,21,93,4.63,1.929,17.4,1.9,0.0,5.8,
75,Seth Etherton,23,ANA,5,1,.833,5.52,11,11,0,0,0,0,60.1,68,38,37,16,22,0,32,1,0,2,270,91,6.66,1.492,10.1,2.4,3.3,4.8,1.45
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
76,Scott Eyre*,28,CHW,1,1,.500,6.63,13,1,3,0,0,0,19.0,29,15,14,3,12,0,16,1,0,0,93,77,5.56,2.158,13.7,1.4,5.7,7.6,1.33
77,Jeff Fassero*,37,BOS,8,8,.500,4.78,38,23,4,0,0,0,130.0,153,72,69,16,50,2,97,1,0,2,577,106,4.42,1.562,10.6,1.1,3.5,6.7,1.94
78,Chuck Finley*,37,CLE,16,11,.593,4.17,34,34,0,3,0,0,218.0,211,108,101,23,101,3,189,2,0,9,936,118,4.19,1.431,8.7,0.9,4.2,7.8,1.87
79,Tony Fiore,28,TBD,1,1,.500,8.40,11,0,3,0,0,0,15.0,21,16,14,3,9,2,8,2,0,1,74,60,6.87,2.000,12.6,1.8,5.4,4.8,0.89
80,Bryce Florie,30,BOS,0,4,.000,4.56,29,0,14,0,0,1,49.1,57,30,25,5,19,6,34,1,0,0,223,112,4.29,1.541,10.4,0.9,3.5,6.2,1.79
81,Ben Ford,24,NYY,0,1,.000,9.00,4,2,0,0,0,0,11.0,14,11,11,1,7,0,5,3,0,0,52,55,6.13,1.909,11.5,0.8,5.7,4.1,0.71
82,Keith Foulke,27,CHW,3,1,.750,2.97,72,0,58,0,0,34,88.0,66,31,29,9,22,2,91,2,0,1,350,170,3.21,1.000,6.8,0.9,2.3,9.3,4.14
83,John Frascatore,30,TOR,2,4,.333,5.42,60,0,15,0,0,0,73.0,87,51,44,14,33,2,30,7,0,3,335,94,6.45,1.644,10.7,1.7,4.1,3.7,0.91
84,Chris Fussell,24,KCR,5,3,.625,6.30,20,9,2,0,0,0,70.0,76,52,49,18,44,2,46,2,0,3,320,81,7.13,1.714,9.8,2.3,5.7,5.9,1.05
85,Mike Fyhrie,30,ANA,0,0,,2.39,32,0,7,0,0,0,52.2,54,14,14,4,15,4,43,0,0,0,220,211,3.34,1.310,9.2,0.7,2.6,7.3,2.87
86,Rich Garcés,29,BOS,8,1,.889,3.25,64,0,9,0,0,1,74.2,64,28,27,7,23,5,69,1,0,3,309,156,3.47,1.165,7.7,0.8,2.8,8.3,3.00
87,Freddy García,23,SEA,9,5,.643,3.91,21,20,0,0,0,0,124.1,112,62,54,16,64,4,79,2,2,4,538,117,5.13,1.416,8.1,1.2,4.6,5.7,1.23
88,Jon Garland,20,CHW,4,8,.333,6.46,15,13,1,0,0,0,69.2,82,55,50,10,40,0,42,1,0,4,324,78,5.56,1.751,10.6,1.3,5.2,5.4,1.05
89,Matt Ginter,22,CHW,1,0,1.000,13.50,7,0,3,0,0,0,9.1,18,14,14,5,7,0,6,0,0,1,52,38,11.06,2.679,17.4,4.8,6.8,5.8,0.86
90,Ryan Glynn,25,TEX,5,7,.417,5.58,16,16,0,0,0,0,88.2,107,65,55,15,41,2,33,3,0,3,412,90,6.08,1.669,10.9,1.5,4.2,3.3,0.80
91,Dwight Gooden,35,TOT,6,5,.545,4.54,26,13,3,0,0,2,101.0,113,60,51,22,41,3,54,3,0,3,447,108,6.20,1.525,10.1,2.0,3.7,4.8,1.32
92,Dwight Gooden,35,TBD,2,3,.400,6.63,8,8,0,0,0,0,36.2,47,32,27,14,20,0,23,3,0,2,173,75,8.72,1.827,11.5,3.4,4.9,5.6,1.15
93,Dwight Gooden,35,NYY,4,2,.667,3.36,18,5,3,0,0,2,64.1,66,28,24,8,21,3,31,0,0,1,274,144,4.77,1.352,9.2,1.1,2.9,4.3,1.48
94,Jason Grimsley,32,NYY,3,2,.600,5.04,63,4,18,0,0,1,96.1,100,58,54,10,42,1,53,5,0,16,428,96,4.85,1.474,9.3,0.9,3.9,5.0,1.26
95,Buddy Groom*,34,BAL,6,3,.667,4.85,70,0,14,0,0,4,59.1,63,37,32,5,21,2,44,0,0,1,260,98,3.81,1.416,9.6,0.8,3.2,6.7,2.10
96,Eddie Guardado*,29,MIN,7,4,.636,3.94,70,0,36,0,0,9,61.2,55,27,27,14,25,3,52,1,1,1,262,132,5.66,1.297,8.0,2.0,3.6,7.6,2.08
97,Eric Gunderson*,34,TOR,0,1,.000,7.11,6,0,1,0,0,0,6.1,15,6,5,0,2,1,2,1,0,0,37,75,3.92,2.684,21.3,0.0,2.8,2.8,1.00
98,Mark Guthrie*,34,TOT,1,3,.250,4.61,57,0,12,0,0,0,52.2,53,30,27,7,27,5,46,1,0,9,233,109,4.71,1.519,9.1,1.2,4.6,7.9,1.70
99,Mark Guthrie*,34,TBD,1,1,.500,4.50,34,0,7,0,0,0,32.0,33,18,16,4,18,5,26,0,0,7,145,110,4.82,1.594,9.3,1.1,5.1,7.3,1.44
100,Mark Guthrie*,34,TOR,0,2,.000,4.79,23,0,5,0,0,0,20.2,20,12,11,3,9,0,20,1,0,2,88,107,4.54,1.403,8.7,1.3,3.9,8.7,2.22
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
101,Juan Guzmán,33,TBD,0,1,.000,43.20,1,1,0,0,0,0,1.2,7,8,8,2,2,0,3,0,0,0,14,14,18.73,5.400,37.8,10.8,10.8,16.2,1.50
102,John Halama*,28,SEA,14,9,.609,5.08,30,30,0,1,1,0,166.2,206,108,94,19,56,0,87,2,1,4,736,90,4.62,1.572,11.1,1.0,3.0,4.7,1.55
103,Roy Halladay,23,TOR,4,7,.364,10.64,19,13,4,0,0,0,67.2,107,87,80,14,42,0,44,2,1,6,349,48,6.47,2.202,14.2,1.9,5.6,5.9,1.05
104,Shane Halter,30,DET,0,0,,,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,0.00
105,Joey Hamilton,29,TOR,2,1,.667,3.55,6,6,0,0,0,0,33.0,28,13,13,3,12,0,15,2,0,0,135,144,4.68,1.212,7.6,0.8,3.3,4.1,1.25
106,Chris Haney*,31,CLE,0,0,,9.00,1,0,1,0,0,0,1.0,1,1,1,0,1,0,0,0,0,0,5,72,6.13,2.000,9.0,0.0,9.0,0.0,0.00
107,Travis Harper,24,TBD,1,2,.333,4.78,6,5,0,1,1,0,32.0,30,17,17,5,15,0,14,1,0,1,141,104,5.79,1.406,8.4,1.4,4.2,3.9,0.93
108,Shigetoshi Hasegawa,31,ANA,10,5,.667,3.48,66,0,26,0,0,9,95.2,100,42,37,11,38,6,59,2,1,2,415,145,4.65,1.443,9.4,1.0,3.6,5.6,1.55
109,LaTroy Hawkins,27,MIN,2,5,.286,3.39,66,0,38,0,0,14,87.2,85,34,33,7,32,1,59,1,0,6,370,153,3.96,1.335,8.7,0.7,3.3,6.1,1.84
110,Rick Helling,29,TEX,16,13,.552,4.48,35,35,0,0,0,0,217.0,212,122,108,29,99,2,146,9,0,2,963,112,5.02,1.433,8.8,1.2,4.1,6.1,1.47
111,Gil Heredia,34,OAK,15,11,.577,4.12,32,32,0,2,0,0,198.2,214,106,91,24,66,5,101,4,0,3,860,114,4.74,1.409,9.7,1.1,3.0,4.6,1.53
112,Orlando Hernández,34,NYY,12,13,.480,4.51,29,29,0,3,0,0,195.2,186,104,98,34,51,2,141,6,0,1,820,107,4.83,1.211,8.6,1.6,2.3,6.5,2.76
113,Roberto Hernández,35,TBD,4,7,.364,3.19,68,0,58,0,0,32,73.1,76,33,26,9,23,1,61,3,1,2,315,155,4.13,1.350,9.3,1.1,2.8,7.5,2.65
114,Erik Hiljus,27,DET,0,0,,7.36,3,0,2,0,0,0,3.2,5,3,3,1,1,0,2,0,0,0,16,69,6.41,1.636,12.3,2.5,2.5,4.9,2.00
115,Ken Hill,34,TOT,5,8,.385,7.16,18,17,0,0,0,0,81.2,107,67,65,16,59,1,50,2,0,6,399,71,6.70,2.033,11.8,1.8,6.5,5.5,0.85
116,Ken Hill,34,ANA,5,7,.417,6.52,16,16,0,0,0,0,78.2,102,59,57,16,53,1,50,2,0,6,380,77,6.60,1.970,11.7,1.8,6.1,5.7,0.94
117,Ken Hill,34,CHW,0,1,.000,24.00,2,1,0,0,0,0,3.0,5,8,8,0,6,0,0,0,0,0,19,23,9.13,3.667,15.0,0.0,18.0,0.0,0.00
118,Brett Hinchliffe,25,ANA,0,0,,5.40,2,0,0,0,0,0,1.2,1,1,1,0,1,0,0,0,0,0,7,110,4.93,1.200,5.4,0.0,5.4,0.0,0.00
119,Kevin Hodges,27,SEA,0,0,,5.19,13,0,7,0,0,0,17.1,18,10,10,4,12,0,7,2,0,1,73,90,7.75,1.731,9.3,2.1,6.2,3.6,0.58
120,Darren Holmes,34,BAL,0,0,,25.07,5,0,0,0,0,0,4.2,13,13,13,3,5,0,6,0,0,0,32,20,12.13,3.857,25.1,5.8,9.6,11.6,1.20
121,Mike Holtz*,27,ANA,3,4,.429,5.05,61,0,6,0,0,0,41.0,37,26,23,4,18,2,40,2,0,1,176,100,3.91,1.341,8.1,0.9,4.0,8.8,2.22
122,Bob Howry,26,CHW,2,4,.333,3.17,65,0,29,0,0,7,71.0,54,26,25,6,29,2,60,4,0,2,289,159,3.94,1.169,6.8,0.8,3.7,7.6,2.07
123,Tim Hudson,24,OAK,20,6,.769,4.14,32,32,0,2,2,0,202.1,169,100,93,24,82,5,169,7,0,7,847,113,4.33,1.241,7.5,1.1,3.6,7.5,2.06
124,Jason Isringhausen,27,OAK,6,4,.600,3.78,66,0,57,0,0,33,69.0,67,34,29,6,32,5,57,3,1,5,304,124,4.13,1.435,8.7,0.8,4.2,7.4,1.78
125,Jason Johnson,26,BAL,1,10,.091,7.02,25,13,3,0,0,0,107.2,119,95,84,21,61,2,79,4,0,3,501,67,6.01,1.672,9.9,1.8,5.1,6.6,1.30
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
126,Jonathan Johnson,25,TEX,1,1,.500,6.21,15,0,3,0,0,0,29.0,34,23,20,3,19,2,23,6,0,2,144,82,5.48,1.828,10.6,0.9,5.9,7.1,1.21
127,Mark Johnson,25,DET,0,1,.000,7.50,9,3,3,0,0,0,24.0,25,23,20,3,16,1,11,1,0,2,116,63,5.97,1.708,9.4,1.1,6.0,4.1,0.69
128,Doug Jones,43,OAK,4,2,.667,3.93,54,0,22,0,0,2,73.1,86,34,32,6,18,4,54,2,0,1,319,120,3.54,1.418,10.6,0.7,2.2,6.6,3.00
129,Marcus Jones,25,OAK,0,0,,15.43,1,1,0,0,0,0,2.1,5,4,4,1,3,0,1,0,0,0,15,35,11.71,3.429,19.3,3.9,11.6,3.9,0.33
130,Todd Jones,32,DET,2,4,.333,3.52,67,0,60,0,0,42,64.0,67,28,25,6,25,1,67,1,0,2,271,134,3.48,1.438,9.4,0.8,3.5,9.4,2.68
131,Scott Kamieniecki,36,CLE,1,3,.250,5.67,26,0,7,0,0,0,33.1,42,22,21,6,20,5,29,1,0,3,157,88,5.62,1.860,11.3,1.6,5.4,7.8,1.45
132,Scott Karl*,28,ANA,2,2,.500,6.65,6,4,0,0,0,0,21.2,31,21,16,2,12,0,9,0,0,2,105,77,5.16,1.985,12.9,0.8,5.0,3.7,0.75
133,Steve Karsay,28,CLE,5,9,.357,3.76,72,0,46,0,0,20,76.2,79,33,32,5,25,4,66,3,0,0,329,132,3.36,1.357,9.3,0.6,2.9,7.7,2.64
134,Randy Keisler*,24,NYY,1,0,1.000,11.81,4,1,0,0,0,0,10.2,16,14,14,1,8,0,6,0,0,0,52,42,5.48,2.250,13.5,0.8,6.8,5.1,0.75
135,Masao Kida,31,DET,0,0,,10.13,2,0,0,0,0,0,2.2,5,3,3,1,0,0,0,0,0,0,13,52,8.01,1.875,16.9,3.4,0.0,0.0,
136,Matt Kinney,23,MIN,2,2,.500,5.10,8,8,0,0,0,0,42.1,41,26,24,7,25,1,24,0,0,4,186,102,5.92,1.559,8.7,1.5,5.3,5.1,0.96
137,Billy Koch,25,TOR,9,3,.750,2.63,68,0,62,0,0,33,78.2,78,28,23,6,18,4,60,2,0,1,326,193,3.36,1.220,8.9,0.7,2.1,6.9,3.33
138,Ryan Kohlmeier,23,BAL,0,1,.000,2.39,25,0,22,0,0,13,26.1,30,9,7,1,15,2,17,0,0,0,120,200,4.05,1.709,10.3,0.3,5.1,5.8,1.13
