Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
139,Bobby Crosby,28,OAK,145,144,130,1263.0,602,202,383,17,99,.972,-2,-2,-4,-4,2,4.17,4.03,SS
140,Francisco Cruceta,26,DET,13,0,0,11.2,2,0,2,0,0,1.000,,,0,0,0,1.54,0.15,P
141,Nelson Cruz,27,TEX,31,31,31,274.0,75,72,1,2,1,.973,-1,-3,2,8,0,2.40,2.35,OF
142,Michael Cuddyer,29,MIN,60,60,57,527.2,158,148,8,2,10,.987,3,6,-4,-9,0,2.66,2.60,OF-1B
143,Aaron Cunningham,22,OAK,20,20,16,168.1,51,47,1,3,0,.941,0,3,6,42,0,2.57,2.40,OF
144,Jack Cust,29,OAK,83,82,38,624.2,141,133,4,4,0,.972,-13,-24,-22,-42,-2,1.97,1.65,OF
145,Johnny Damon,34,NYY,113,108,92,945.1,238,233,3,2,0,.992,12,15,2,2,2,2.25,2.07,OF-1B
146,John Danks,23,CHW,33,33,0,195.0,40,12,28,0,1,1.000,,,4,4,1,1.85,1.21,P
147,Kyle Davies,24,KCR,21,21,0,113.0,15,4,10,1,0,.933,,,-2,-4,0,1.12,0.67,P
148,Chris Davis,22,TEX,79,77,73,680.0,471,389,78,4,57,.992,-15,-27,-9,-15,0,6.18,5.63,1B-3B
149,Rajai Davis,27,OAK,85,41,38,466.0,152,147,4,1,2,.993,-4,-11,18,46,2,2.92,1.78,OF-2B
150,David DeJesus,28,KCR,133,129,88,1112.2,314,310,3,1,1,.997,15,16,-16,-17,-4,2.53,2.35,OF
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
151,Manny Delcarmen,26,BOS,73,0,0,74.1,11,6,5,0,0,1.000,,,-1,-3,0,1.33,0.15,P
152,David Dellucci,34,CLE,56,46,26,383.0,76,75,1,0,0,1.000,-3,-11,0,0,0,1.79,1.36,OF
153,Chris Denorfia,27,OAK,24,16,12,154.0,38,37,1,0,0,1.000,-3,-23,2,15,2,2.22,1.58,OF
154,Joey Devine,24,OAK,42,0,0,45.2,3,2,1,0,0,1.000,,,-1,-4,0,0.59,0.07,P
155,Jose Díaz,28,TEX,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
156,R.A. Dickey,33,SEA,32,14,0,112.1,29,6,23,0,1,1.000,,,4,7,0,2.32,0.91,P
157,Mike Difelice,39,TBR,7,6,6,54.0,45,42,3,0,1,1.000,0,0,0,0,0,7.50,6.43,C
158,Lenny DiNardo,28,OAK,11,2,0,23.0,6,3,3,0,1,1.000,,,0,0,0,2.35,0.55,P
159,Scott Dohmann,30,TBR,12,0,0,14.2,2,2,0,0,1,1.000,,,-2,-27,0,1.23,0.17,P
160,Freddy Dolsi,25,DET,42,0,0,47.2,5,1,4,0,0,1.000,,,-3,-13,0,0.94,0.12,P
161,Brendan Donnelly,36,CLE,15,0,0,13.2,3,2,1,0,0,1.000,,,0,0,0,1.98,0.20,P
162,Octavio Dotel,34,CHW,72,0,0,67.0,8,3,4,1,0,.875,,,-4,-12,0,0.94,0.10,P
163,Scott Downs,32,TOR,66,0,0,70.2,25,10,14,1,1,.960,,,2,6,0,3.06,0.36,P
164,J.D. Drew,32,BOS,106,105,92,891.2,194,184,6,4,1,.979,-6,-8,-16,-21,-2,1.92,1.79,OF
165,Justin Duchscherer,30,OAK,22,22,1,141.2,18,5,13,0,1,1.000,,,2,3,0,1.14,0.82,P
166,Brandon Duckworth,32,KCR,7,7,0,38.0,7,2,5,0,1,1.000,,,1,5,0,1.66,1.00,P
167,Shelley Duncan,28,NYY,19,15,11,130.0,110,102,5,3,8,.973,-1,-13,-1,-9,0,7.41,5.35,1B-OF
168,Germán Durán,23,TEX,53,38,27,360.0,128,50,73,5,6,.961,-6,-20,-2,-6,0,3.08,2.20,3B-2B-OF-SS
169,Jermaine Dye,34,CHW,151,151,137,1312.2,272,266,5,1,0,.996,-13,-12,-20,-18,4,1.86,1.79,OF
170,David Eckstein,33,TOR,63,61,51,529.1,245,76,160,9,37,.963,0,0,-10,-23,0,4.01,3.75,SS-2B
171,Scott Elarton,32,CLE,8,0,0,15.1,5,1,4,0,0,1.000,,,1,13,0,2.93,0.63,P
172,Mark Ellis,31,OAK,115,114,109,1011.2,568,228,336,4,88,.993,11,13,23,27,-1,5.02,4.90,2B
173,Jason Ellison,30,TEX,7,2,2,29.0,11,11,0,0,0,1.000,2,74,0,0,0,3.41,1.57,OF
174,Jacoby Ellsbury,24,BOS,140,129,108,1174.0,336,332,4,0,2,1.000,23,24,24,24,6,2.58,2.40,OF
175,Alan Embree,38,OAK,70,0,0,61.2,8,2,6,0,0,1.000,,,-1,-3,0,1.17,0.11,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
176,Morgan Ensberg,32,NYY,26,16,11,168.0,79,46,32,1,3,.987,-2,-14,-5,-33,0,4.18,2.79,3B-1B
177,Dana Eveland,24,OAK,29,29,1,168.0,23,5,18,0,2,1.000,,,-1,-1,0,1.23,0.79,P
178,Adam Everett,31,MIN,45,41,34,365.0,213,61,145,7,30,.967,-2,-6,0,0,1,5.08,4.58,SS-2B
179,Brandon Fahey,27,BAL,54,32,20,296.0,156,53,98,5,27,.968,-6,-22,-9,-37,0,4.59,2.70,SS-2B
180,Kyle Farnsworth,32,TOT,61,0,0,60.1,9,4,5,0,0,1.000,,,-1,-20,0,1.34,0.15,P
181,Sal Fasano,36,CLE,15,14,9,120.0,113,102,9,2,1,.982,-2,-20,-2,-17,-1,8.33,6.94,C-1B
182,Ryan Feierabend,22,SEA,8,8,0,39.2,12,2,10,0,0,1.000,,,3,15,0,2.72,1.50,P
183,Scott Feldman,25,TEX,28,25,0,151.1,36,13,21,2,2,.944,,,-2,-3,0,2.02,1.21,P
184,Josh Fields,25,CHW,12,6,2,61.2,24,6,16,2,3,.917,-1,-14,-2,-37,0,3.21,1.83,3B
185,Chone Figgins,30,LAA,112,112,101,977.1,304,94,204,6,19,.980,9,11,6,7,-3,2.74,2.61,3B-2B
186,Jeff Fiorentino,25,OAK,2,0,0,4.0,0,0,0,0,0,,0,0,0,0,0,0.00,0.00,OF
187,Gavin Floyd,25,CHW,33,33,1,206.1,43,18,23,2,3,.953,,,-4,-4,0,1.79,1.24,P
188,Casey Fossum,30,DET,31,0,0,41.1,6,1,5,0,0,1.000,,,2,10,0,1.31,0.19,P
189,Keith Foulke,35,OAK,31,0,0,31.0,3,3,0,0,0,1.000,,,0,0,0,0.87,0.10,P
190,Ben Francisco,26,CLE,104,98,84,875.0,212,196,12,4,3,.981,-7,-9,10,13,0,2.14,2.00,OF
191,Frank Francisco,28,TEX,58,0,0,63.1,4,2,1,1,0,.750,,,-3,-9,0,0.43,0.05,P
192,Jason Frasor,30,TOR,49,0,0,47.1,10,3,7,0,0,1.000,,,2,8,0,1.90,0.20,P
193,Kazuo Fukumori,31,TEX,4,0,0,4.0,0,0,0,0,0,,,,-1,-50,0,0.00,0.00,P
194,Jeff Fulchino,28,KCR,12,0,0,14.0,0,0,0,0,0,,,,0,0,0,0.00,0.00,P
195,Kason Gabbard,26,TEX,12,12,0,56.0,14,5,8,1,1,.929,,,-3,-11,0,2.09,1.08,P
196,Armando Galarraga,26,DET,30,28,0,178.2,26,13,11,2,2,.923,,,2,2,1,1.21,0.80,P
197,Sean Gallagher,22,OAK,11,11,0,56.2,9,3,6,0,1,1.000,,,1,4,0,1.43,0.82,P
198,Freddy García,31,DET,3,3,0,15.0,1,0,1,0,0,1.000,,,1,13,0,0.60,0.33,P
199,Brett Gardner,24,NYY,38,32,30,306.0,83,78,5,0,0,1.000,7,26,24,94,8,2.44,2.18,OF
200,Ryan Garko,27,CLE,121,121,110,1058.2,1123,1039,80,4,123,.996,-11,-13,0,0,3,9.51,9.25,1B
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
201,Jon Garland,28,LAA,32,32,1,196.2,52,25,26,1,3,.981,,,3,3,0,2.33,1.59,P
202,Matt Garza,24,TBR,30,30,3,184.2,27,14,11,2,0,.926,,,-4,-4,0,1.22,0.83,P
203,Joey Gathright,27,KCR,103,75,73,729.0,205,199,5,1,0,.995,-3,-5,-12,-19,4,2.52,1.98,OF
204,Chad Gaudin,25,OAK,26,6,0,62.2,18,7,7,4,0,.778,,,0,0,0,2.01,0.54,P
205,Esteban Germán,30,KCR,77,56,36,514.0,191,99,86,6,21,.969,1,1,-13,-30,-3,3.24,2.23,OF-2B-3B-SS
206,Franklyn Germán,28,TEX,17,0,0,21.2,2,0,2,0,0,1.000,,,-1,-9,0,0.83,0.12,P
207,Chris Getz,24,CHW,7,1,1,23.0,15,6,9,0,1,1.000,1,73,0,0,0,5.87,2.14,2B
208,Jason Giambi,37,NYY,113,112,61,898.0,915,870,36,9,77,.990,-9,-12,-11,-14,2,9.08,8.02,1B
209,Dan Giese,31,NYY,20,3,0,43.1,5,1,2,2,0,.600,,,-2,-9,0,0.62,0.15,P
210,Matt Ginter,30,CLE,4,4,0,21.0,3,1,2,0,0,1.000,,,0,0,0,1.29,0.75,P
211,Ross Gload,32,KCR,119,104,99,955.1,905,858,43,4,86,.996,-9,-11,-3,-3,4,8.49,7.39,1B-OF
