Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
56,Scott Brosius,33,NYY,134,133,123,1157.1,346,104,231,11,23,.968,1,1,2.61,2.43,3B-OF-1B
57,Jim Brower,27,CLE,17,11,0,62.0,22,9,12,1,1,.955,,,3.05,1.24,P
58,Dee Brown,22,KCR,5,3,3,33.0,12,12,0,0,0,1.000,2,55,3.27,2.40,OF
59,Brian Buchanan,26,MIN,25,23,15,193.1,35,34,1,0,0,1.000,-4,-25,1.63,1.40,OF
60,Mark Buehrle,21,CHW,28,3,0,51.1,11,1,9,1,2,.909,,,1.75,0.36,P
61,Jay Buhner,35,SEA,104,101,50,803.0,180,176,4,0,0,1.000,-6,-8,2.02,1.73,OF
62,Dave Burba,33,CLE,32,32,0,191.1,37,10,27,0,0,1.000,,,1.74,1.16,P
63,Morgan Burkhart,28,BOS,6,2,1,27.0,28,26,1,1,1,.964,-1,-49,9.00,4.50,1B-OF
64,Homer Bush,27,TOR,75,73,73,653.0,417,165,246,6,68,.986,0,1,5.66,5.48,2B
65,Tim Byrdak,26,KCR,12,0,0,6.1,1,1,0,0,0,1.000,,,1.42,0.08,P
66,Eric Byrnes,24,OAK,4,1,0,13.0,4,4,0,0,0,1.000,0,-37,2.77,1.00,OF
67,Jolbert Cabrera,27,CLE,95,35,25,443.0,149,109,39,1,10,.993,2,7,3.01,1.47,OF-2B-SS
68,Cameron Cairncross,28,CLE,15,0,0,9.1,2,0,1,1,0,.500,,,0.96,0.07,P
69,Miguel Cairo,26,TBD,108,96,91,869.0,529,218,302,9,76,.983,-5,-7,5.39,4.81,2B
70,Mike Cameron,27,SEA,155,142,137,1273.2,410,399,5,6,3,.985,3,3,2.85,2.61,OF
71,Jay Canizaro,26,MIN,90,85,74,732.1,325,120,199,6,41,.982,-5,-9,3.92,3.54,2B
72,José Canseco,35,NYY,5,5,2,33.0,11,9,0,2,0,.818,-1,-22,2.45,1.80,OF
73,Javier Cardona,24,DET,26,12,5,118.0,75,66,7,2,0,.973,-1,-10,5.57,2.81,C
74,Chris Carpenter,25,TOR,34,27,2,175.1,20,7,12,1,2,.950,,,0.98,0.56,P
75,Héctor Carrasco,30,TOT,69,1,0,78.2,15,2,12,1,0,.933,,,1.60,0.20,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
76,Vinny Castilla,32,TBD,83,83,78,720.0,243,50,185,8,20,.967,13,22,2.94,2.83,3B
77,Alberto Castillo,30,TOR,66,57,41,501.2,406,372,31,3,2,.993,4,10,7.23,6.11,C
78,Frank Castillo,31,TOR,25,24,0,138.0,28,8,19,1,4,.964,,,1.76,1.08,P
79,Frank Catalanotto,26,TEX,63,47,34,429.1,288,169,110,9,33,.969,-7,-21,5.85,4.16,2B-1B-OF
80,Eric Chavez,22,OAK,146,135,126,1209.1,366,92,256,18,17,.951,-9,-9,2.59,2.35,3B-SS
81,Randy Choate,24,NYY,22,0,0,17.0,4,0,3,1,0,.750,,,1.59,0.14,P
82,McKay Christensen,24,CHW,29,3,3,74.0,21,20,1,0,0,1.000,0,-5,2.55,0.72,OF
83,Ryan Christenson,26,OAK,114,27,15,384.1,102,95,2,5,1,.951,2,6,2.27,0.85,OF
84,Mark Clark,32,TEX,12,8,0,44.0,7,1,6,0,3,1.000,,,1.43,0.58,P
85,Tony Clark,28,DET,58,58,40,472.1,537,488,45,4,49,.993,-1,-1,10.16,9.19,1B
86,Will Clark,36,BAL,72,71,67,607.1,633,583,44,6,58,.991,-1,-2,9.29,8.71,1B
87,Royce Clayton,30,TEX,148,144,128,1237.0,692,265,411,16,94,.977,-9,-9,4.92,4.57,SS
88,Roger Clemens,37,NYY,32,32,1,204.1,48,14,32,2,2,.958,,,2.03,1.44,P
89,Edgard Clemente,24,ANA,32,15,5,148.1,38,36,2,0,0,1.000,0,-2,2.31,1.19,OF
90,Pasqual Coco,22,TOR,1,1,0,4.0,0,0,0,0,0,,,,0.00,0.00,P
91,Ivanon Coffie,23,BAL,19,14,14,138.1,46,13,32,1,2,.978,-1,-9,2.93,2.37,3B-SS
92,Bartolo Colón,27,CLE,30,30,2,188.0,37,17,18,2,1,.946,,,1.68,1.17,P
93,David Cone,37,NYY,30,29,0,155.0,31,9,20,2,0,.935,,,1.68,0.97,P
94,Jeff Conine,34,BAL,99,90,85,812.2,486,363,108,15,38,.969,-7,-10,5.22,4.62,3B-1B-OF
95,Ron Coomer,33,MIN,127,126,116,1102.2,1110,1023,82,5,104,.995,2,3,9.02,8.57,1B-3B
96,Brian Cooper,25,ANA,15,15,1,87.0,17,3,12,2,1,.882,,,1.55,1.00,P
97,Francisco Cordero,25,TEX,56,0,0,77.1,10,4,5,1,0,.900,,,1.05,0.16,P
98,Wil Cordero,28,CLE,38,38,30,318.2,81,79,2,0,0,1.000,-4,-14,2.29,2.13,OF
99,Marty Cordova,30,TOR,41,38,30,347.1,57,55,1,1,1,.982,-9,-32,1.45,1.37,OF
100,Rheal Cormier,33,BOS,64,0,0,68.1,15,1,14,0,0,1.000,,,1.98,0.23,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
101,Steve Cox,25,TBD,79,71,43,584.0,288,267,13,8,12,.972,-4,-8,4.32,3.50,OF-1B
102,Tim Crabtree,30,TEX,68,0,0,80.1,16,5,11,0,3,1.000,,,1.79,0.24,P
103,Paxton Crawford,22,BOS,7,4,0,29.0,1,1,0,0,0,1.000,,,0.31,0.14,P
104,Joe Crede,22,CHW,6,2,2,31.0,15,5,9,1,1,.933,0,0,4.06,2.33,3B
105,Doug Creek,31,TBD,45,0,0,60.2,11,2,9,0,1,1.000,,,1.63,0.24,P
106,Jack Cressend,25,MIN,11,0,0,13.2,1,1,0,0,0,1.000,,,0.66,0.09,P
107,Rich Croushore,29,BOS,5,0,0,4.2,1,0,1,0,0,1.000,,,1.93,0.20,P
108,Deivi Cruz,27,DET,156,154,145,1355.1,717,222,482,13,116,.982,4,3,4.67,4.51,SS
109,Jacob Cruz,27,CLE,9,6,5,65.0,17,16,1,0,1,1.000,0,4,2.35,1.89,OF
110,José Cruz,26,TOR,162,162,157,1423.1,417,405,9,3,1,.993,4,3,2.62,2.56,OF
111,Nelson Cruz,27,DET,27,0,0,41.0,7,1,6,0,1,1.000,,,1.54,0.26,P
112,Darwin Cubillán,27,TOT,20,0,0,33.1,6,2,4,0,1,1.000,,,1.62,0.30,P
113,Midre Cummings,28,TOT,44,27,21,258.2,69,65,4,0,2,1.000,1,6,2.40,1.57,OF
114,Chad Curtis,31,TEX,80,69,48,596.0,144,135,4,5,0,.965,-4,-7,2.10,1.74,OF
115,Jeff D'Amico,25,KCR,7,1,0,13.2,2,1,1,0,0,1.000,,,1.32,0.29,P
116,Johnny Damon,26,KCR,133,132,120,1149.2,345,334,6,5,1,.986,6,6,2.66,2.56,OF
117,Brian Daubach,28,BOS,92,87,56,733.2,717,662,52,3,49,.996,5,9,8.76,7.76,1B-OF-3B
118,Doug Davis,24,TEX,30,13,1,98.2,21,3,17,1,0,.952,,,1.82,0.67,P
119,Kane Davis,25,CLE,5,2,0,11.0,4,1,3,0,0,1.000,,,3.27,0.80,P
120,Carlos Delgado,28,TOR,162,162,158,1429.1,1511,1416,82,13,157,.991,-9,-8,9.43,9.25,1B
121,Wilson Delgado,27,TOT,61,33,23,328.1,199,61,134,4,28,.980,6,23,5.35,3.05,2B-SS-3B
122,Sean DePaula,26,CLE,13,0,0,16.2,6,4,2,0,0,1.000,,,3.24,0.46,P
123,Delino DeShields,31,BAL,137,133,118,1152.0,517,247,257,13,47,.975,-7,-7,3.94,3.68,2B-OF
124,Matt DeWitt,22,TOR,8,0,0,13.2,3,2,1,0,0,1.000,,,1.98,0.38,P
125,Einar Díaz,27,CLE,75,69,67,628.2,631,579,48,4,4,.994,2,4,8.98,8.36,C-3B
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
126,Jason Dickson,27,ANA,6,6,0,28.0,5,3,2,0,0,1.000,,,1.61,0.83,P
127,Mike Difelice,31,TBD,59,57,53,496.2,394,351,35,8,6,.980,-1,-2,6.99,6.54,C
128,Craig Dingman,26,NYY,10,0,0,11.0,0,0,0,0,0,,,,0.00,0.00,P
129,Gary Disarcina,32,ANA,12,12,7,99.0,76,24,47,5,12,.934,2,23,6.45,5.92,SS
130,Kelly Dransfeldt,25,TEX,15,6,4,67.1,42,13,29,0,8,1.000,3,48,5.61,2.63,SS-2B
131,Tim Drew,21,CLE,3,3,0,9.0,5,1,3,1,0,.800,,,4.00,1.33,P
132,Rob Ducey,35,TOR,3,2,2,25.1,9,8,0,1,0,.889,-1,-28,2.84,2.67,OF
133,Todd Dunwoody,25,KCR,40,31,29,300.0,83,81,0,2,0,.976,-2,-8,2.43,2.03,OF
134,Chad Durbin,22,KCR,16,16,0,72.1,16,8,7,1,2,.938,,,1.87,0.94,P
135,Ray Durham,28,CHW,151,149,139,1303.1,733,299,419,15,126,.980,-2,-2,4.96,4.75,2B
136,Trent Durrington,24,ANA,1,1,1,9.0,3,1,2,0,0,1.000,-1,-93,3.00,3.00,2B
137,Mike Duvall,25,TBD,2,0,0,2.1,1,0,1,0,0,1.000,,,3.86,0.50,P
138,Jermaine Dye,26,KCR,146,145,137,1260.1,295,277,11,7,3,.976,0,0,2.06,1.97,OF
139,Damion Easley,30,DET,125,124,105,1070.0,615,198,411,6,98,.990,20,23,5.12,4.87,2B
140,Dave Eiland,33,TBD,17,10,0,54.2,21,6,15,0,0,1.000,,,3.46,1.24,P
141,Darrell Einertson,27,NYY,11,0,0,12.2,2,0,2,0,0,1.000,,,1.42,0.18,P
142,Cal Eldred,32,CHW,20,20,2,112.0,21,8,13,0,2,1.000,,,1.69,1.05,P
143,Juan Encarnación,24,DET,141,138,130,1212.2,371,363,3,5,2,.987,-8,-8,2.72,2.60,OF
144,Trevor Enders,25,TBD,9,0,0,9.1,4,2,2,0,0,1.000,,,3.86,0.44,P
145,Todd Erdos,26,NYY,14,0,0,25.0,2,1,1,0,0,1.000,,,0.72,0.14,P
146,Scott Erickson,32,BAL,16,16,1,92.2,15,7,5,3,0,.800,,,1.17,0.75,P
147,Darin Erstad,26,ANA,136,136,117,1190.2,367,355,9,3,2,.992,29,29,2.75,2.62,OF-1B
148,Kelvim Escobar,24,TOR,43,24,3,180.0,27,11,15,1,1,.963,,,1.30,0.60,P
149,Leo Estrella,25,TOR,2,0,0,4.2,1,0,1,0,0,1.000,,,1.93,0.50,P
150,Seth Etherton,23,ANA,11,11,0,60.1,12,1,11,0,1,1.000,,,1.79,1.09,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
151,Tom Evans,25,TEX,22,17,14,156.1,58,13,40,5,5,.914,0,-2,3.05,2.41,3B-1B
152,Carl Everett,29,BOS,126,122,112,1063.2,293,276,11,6,4,.980,2,2,2.43,2.28,OF
153,Scott Eyre,28,CHW,13,1,0,19.0,3,0,3,0,0,1.000,,,1.42,0.23,P
154,Jorge Fábregas,30,KCR,39,36,32,328.1,242,219,21,2,2,.992,1,4,6.58,6.15,C
155,Sal Fasano,28,OAK,52,41,17,353.2,258,231,22,5,2,.981,1,3,6.44,4.87,C
156,Jeff Fassero,37,BOS,38,23,0,130.0,30,11,18,1,3,.967,,,2.01,0.76,P
157,Carlos Febles,24,KCR,99,93,83,821.2,460,165,285,10,76,.978,6,9,4.93,4.55,2B
158,Robert Fick,26,DET,49,30,25,292.2,298,272,21,5,20,.983,0,2,9.01,5.86,1B-C
159,Chuck Finley,37,CLE,34,34,3,218.0,35,11,20,4,1,.886,,,1.28,0.91,P
160,Tony Fiore,28,TBD,11,0,0,15.0,2,1,1,0,0,1.000,,,1.20,0.18,P
161,John Flaherty,32,TBD,108,101,98,908.2,667,611,51,5,9,.993,-2,-3,6.56,6.13,C
162,Darrin Fletcher,33,TOR,117,103,94,909.2,664,621,39,4,7,.994,-2,-3,6.53,5.64,C
163,Bryce Florie,30,BOS,29,0,0,49.1,19,7,12,0,1,1.000,,,3.47,0.66,P
164,Ben Ford,24,NYY,4,2,0,11.0,1,0,1,0,0,1.000,,,0.82,0.25,P
165,Brook Fordyce,30,TOT,92,80,75,731.1,601,564,33,4,4,.993,-3,-5,7.35,6.49,C
166,Keith Foulke,27,CHW,72,0,0,88.0,10,7,3,0,1,1.000,,,1.02,0.14,P
167,John Frascatore,30,TOR,60,0,0,73.0,13,7,5,1,2,.923,,,1.48,0.20,P
168,Jeff Frye,33,BOS,64,54,47,510.2,242,116,124,2,20,.992,-1,-1,4.23,3.43,2B-OF-3B
169,Travis Fryman,31,CLE,154,153,145,1349.1,367,83,276,8,21,.978,0,0,2.39,2.32,3B-1B
170,Brad Fullmer,25,TOR,1,0,0,2.0,3,2,1,0,0,1.000,0,180,13.50,3.00,1B
171,Chris Fussell,24,KCR,20,9,0,70.0,14,9,4,1,0,.929,,,1.67,0.65,P
172,Mike Fyhrie,30,ANA,32,0,0,52.2,7,1,6,0,0,1.000,,,1.20,0.22,P
173,Ron Gant,35,ANA,21,14,13,132.1,44,42,1,1,1,.977,2,22,2.92,2.05,OF
174,Rich Garcés,29,BOS,64,0,0,74.2,11,5,6,0,0,1.000,,,1.33,0.17,P
175,Freddy García,23,SEA,21,20,0,124.1,27,5,19,3,1,.889,,,1.74,1.14,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
176,Jesse Garcia,26,BAL,11,4,3,50.0,31,9,22,0,5,1.000,2,58,5.58,2.82,2B-SS
177,Karim García,24,TOT,9,5,3,51.0,10,10,0,0,0,1.000,-1,-14,1.76,1.11,OF
178,Nomar Garciaparra,26,BOS,136,135,121,1185.0,621,201,402,18,65,.971,9,9,4.58,4.43,SS
179,Jon Garland,20,CHW,15,13,0,69.2,14,2,10,2,0,.857,,,1.55,0.80,P
180,Jason Giambi,29,OAK,124,124,106,1064.1,1226,1161,59,6,114,.995,-4,-5,10.32,9.84,1B
181,Jeremy Giambi,25,OAK,66,50,35,441.2,147,136,8,3,5,.980,-4,-11,2.93,2.06,OF-1B
182,Benji Gil,27,ANA,102,90,71,791.1,461,164,279,18,69,.961,5,8,5.04,4.26,SS-2B-1B
183,Bernard Gilkey,33,BOS,22,14,7,136.0,37,36,1,0,0,1.000,1,11,2.45,1.68,OF
184,Matt Ginter,22,CHW,7,0,0,9.1,1,0,1,0,0,1.000,,,0.96,0.14,P
185,Charles Gipson,27,SEA,55,5,3,133.2,35,23,12,0,1,1.000,1,6,2.36,0.60,OF-3B-SS
186,Troy Glaus,23,ANA,156,155,147,1382.0,498,112,353,33,34,.934,17,14,3.03,2.87,3B-SS
187,Ryan Glynn,25,TEX,16,16,0,88.2,21,9,12,0,1,1.000,,,2.13,1.31,P
188,Alex Gonzalez,27,TOR,141,140,134,1225.1,636,213,407,16,100,.975,-12,-12,4.55,4.40,SS
189,Juan González,30,DET,66,66,54,544.0,121,118,2,1,1,.992,1,2,1.99,1.82,OF
190,Dwight Gooden,35,TOT,26,13,0,101.0,21,4,16,1,3,.952,,,1.78,0.77,P
191,Tony Graffanino,28,TOT,59,39,30,385.2,222,75,141,6,34,.973,6,18,5.04,3.48,2B-SS-3B
192,Craig Grebeck,35,TOR,63,60,53,527.0,312,110,193,9,38,.971,-4,-8,5.17,4.73,2B-SS
193,Scarborough Green,26,TEX,65,30,25,317.0,110,102,8,0,1,1.000,0,-2,3.12,1.69,OF
194,Charlie Greene,29,TOR,3,2,1,19.0,13,13,0,0,0,1.000,0,0,6.16,4.33,C
195,Todd Greene,29,TOR,3,0,0,5.0,2,2,0,0,0,1.000,0,0,3.60,0.67,C-OF
196,Rusty Greer,31,TEX,97,96,89,836.0,200,194,3,3,0,.985,-6,-9,2.12,2.03,OF
197,Ben Grieve,24,OAK,144,144,70,1161.1,246,237,6,3,0,.988,-7,-7,1.88,1.69,OF
198,Jason Grimsley,32,NYY,63,4,0,96.1,24,11,11,2,4,.917,,,2.06,0.35,P
199,Buddy Groom,34,BAL,70,0,0,59.1,14,2,10,2,1,.857,,,1.82,0.17,P
200,Eddie Guardado,29,MIN,70,0,0,61.2,3,0,3,0,0,1.000,,,0.44,0.04,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
201,Carlos Guillén,24,SEA,86,78,66,699.1,266,85,160,21,21,.921,-2,-3,3.15,2.69,3B-SS
202,José Guillén,24,TBD,99,79,78,743.2,180,169,7,4,3,.978,1,1,2.13,1.78,OF
203,Ozzie Guillén,36,TBD,57,27,17,274.2,135,40,90,5,14,.963,7,31,4.26,2.17,SS-3B-1B-2B
204,Eric Gunderson,34,TOR,6,0,0,6.1,3,0,2,1,0,.667,,,2.84,0.33,P
205,Mark Guthrie,34,TOT,57,0,0,52.2,8,1,7,0,0,1.000,,,1.37,0.14,P
206,Cristian Guzmán,22,MIN,151,148,144,1307.0,663,228,413,22,96,.967,-4,-4,4.41,4.25,SS
207,Juan Guzmán,33,TBD,1,1,0,1.2,0,0,0,0,0,,,,0.00,0.00,P
208,Jerry Hairston,24,BAL,49,49,47,433.0,262,101,156,5,45,.981,5,14,5.34,5.24,2B
209,John Halama,28,SEA,30,30,1,166.2,34,4,27,3,3,.912,,,1.67,1.03,P
210,Toby Hall,24,TBD,4,3,0,26.0,21,19,2,0,0,1.000,0,0,7.27,5.25,C
211,Roy Halladay,23,TOR,19,13,0,67.2,11,4,7,0,0,1.000,,,1.46,0.58,P
212,Shane Halter,30,DET,103,61,36,619.2,378,245,125,8,42,.979,4,9,5.37,3.03,3B-1B-SS-OF-2B-C-P
213,Joey Hamilton,29,TOR,6,6,0,33.0,4,2,2,0,1,1.000,,,1.09,0.67,P
214,Chris Haney,31,CLE,1,0,0,1.0,1,0,1,0,0,1.000,,,9.00,1.00,P
215,Travis Harper,24,TBD,6,5,1,32.0,4,1,3,0,0,1.000,,,1.13,0.67,P
216,Shigetoshi Hasegawa,31,ANA,66,0,0,95.2,16,6,10,0,1,1.000,,,1.51,0.24,P
217,Bill Haselman,34,TEX,62,54,45,478.1,360,336,20,4,4,.989,0,0,6.70,5.74,C
218,Scott Hatteberg,30,BOS,49,43,34,377.2,319,297,16,6,3,.981,-10,-32,7.46,6.39,C-3B
219,LaTroy Hawkins,27,MIN,66,0,0,87.2,21,3,16,2,1,.905,,,1.95,0.29,P
220,Rick Helling,29,TEX,35,35,0,217.0,26,8,17,1,1,.962,,,1.04,0.71,P
221,Rickey Henderson,41,SEA,88,87,52,692.0,184,181,0,3,0,.984,4,7,2.35,2.06,OF
222,Gil Heredia,34,OAK,32,32,2,198.2,39,9,29,1,0,.974,,,1.72,1.19,P
223,Carlos Hernández,24,SEA,2,0,0,3.0,1,1,0,0,0,1.000,-1,-200,3.00,0.50,3B
224,Orlando Hernández,34,NYY,29,29,3,195.2,36,12,24,0,4,1.000,,,1.66,1.24,P
225,Ramón Hernández,24,OAK,142,118,106,1062.2,820,764,43,13,7,.984,-2,-2,6.83,5.68,C
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
226,Roberto Hernández,35,TBD,68,0,0,73.1,16,4,11,1,1,.938,,,1.84,0.22,P
227,Bobby Higginson,29,DET,145,144,128,1256.1,333,307,19,7,3,.979,-1,0,2.34,2.25,OF
228,Erik Hiljus,27,DET,3,0,0,3.2,0,0,0,0,0,,,,0.00,0.00,P
229,Glenallen Hill,35,NYY,12,11,3,77.0,19,19,0,0,0,1.000,-1,-17,2.22,1.58,OF
230,Ken Hill,34,TOT,18,17,0,81.2,20,5,14,1,1,.950,,,2.09,1.06,P
231,A.J. Hinch,26,OAK,5,2,1,19.0,10,9,0,1,0,.900,0,0,4.26,1.80,C
232,Brett Hinchliffe,25,ANA,2,0,0,1.2,0,0,0,0,0,,,,0.00,0.00,P
233,Denny Hocking,30,MIN,120,85,61,802.2,331,183,143,5,40,.985,-8,-12,3.66,2.31,2B-OF-SS-3B-1B
234,Kevin Hodges,27,SEA,13,0,0,17.1,2,1,1,0,0,1.000,,,1.04,0.15,P
235,Ray Holbert,29,KCR,3,0,0,9.0,6,4,2,0,2,1.000,-1,-160,6.00,2.00,3B-2B-SS
236,Darren Holmes,34,BAL,5,0,0,4.2,0,0,0,0,0,,,,0.00,0.00,P
237,Mike Holtz,27,ANA,61,0,0,41.0,10,3,7,0,0,1.000,,,2.20,0.16,P
238,Bob Howry,26,CHW,65,0,0,71.0,9,3,6,0,1,1.000,,,1.14,0.14,P
239,Trent Hubbard,36,BAL,24,3,3,71.0,14,12,1,1,0,.929,-3,-42,1.65,0.54,OF
240,Tim Hudson,24,OAK,32,32,2,202.1,39,15,20,4,1,.897,,,1.56,1.09,P
241,Aubrey Huff,23,TBD,37,35,16,279.0,82,24,53,5,3,.939,-2,-9,2.48,2.08,3B
