Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
482,Cody Ransom,26,SFG,3,1,1,12.0,6,3,3,0,0,1.000,0,10,4.50,2.00,SS
483,Britt Reames,28,MON,42,6,0,68.0,12,2,10,0,2,1.000,,,1.59,0.29,P
484,Jeff Reboulet,38,LAD,18,5,2,69.0,37,9,24,4,2,.892,1,12,4.30,1.74,2B-SS-3B
485,Tim Redding,24,HOU,18,14,0,73.1,21,4,15,2,1,.905,,,2.33,1.06,P
486,Mike Redmond,31,FLA,81,68,57,618.2,550,496,50,4,9,.993,6,11,7.94,6.66,C-1B
487,Steve Reed,37,TOT,64,0,0,67.0,17,4,13,0,1,1.000,,,2.28,0.27,P
488,Pokey Reese,29,PIT,117,116,108,991.1,654,283,363,8,84,.988,6,7,5.86,5.52,2B
489,Chris Reitsma,24,CIN,32,21,1,138.1,29,9,19,1,1,.966,,,1.82,0.88,P
490,Mike Remlinger,36,ATL,73,0,0,68.0,11,1,10,0,1,1.000,,,1.46,0.15,P
491,Edgar Renteria,25,STL,149,147,134,1287.1,631,202,410,19,72,.970,5,5,4.28,4.11,SS
492,Alberto Reyes,32,PIT,15,0,0,17.0,4,1,3,0,0,1.000,,,2.12,0.27,P
493,Dennys Reyes,25,COL,43,0,0,40.1,6,1,5,0,1,1.000,,,1.34,0.14,P
494,Shane Reynolds,34,HOU,13,13,0,74.0,19,2,16,1,0,.947,,,2.19,1.38,P
495,Armando Reynoso,36,ARI,2,0,0,1.2,0,0,0,0,0,,,,0.00,0.00,P
496,John Riedling,26,CIN,33,0,0,46.2,18,4,12,2,1,.889,,,3.09,0.48,P
497,Jose Rijo,37,CIN,31,9,0,77.0,18,4,14,0,0,1.000,,,2.10,0.58,P
498,Armando Rios,30,PIT,56,53,30,424.0,94,89,5,0,1,1.000,2,5,2.00,1.68,OF
499,Joe Roa,30,PHI,14,11,0,71.1,6,2,4,0,1,1.000,,,0.76,0.43,P
500,Dave Roberts,30,LAD,117,111,84,939.0,257,253,4,0,1,1.000,5,7,2.46,2.20,OF
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
501,Grant Roberts,24,NYM,34,0,0,45.0,9,4,5,0,0,1.000,,,1.80,0.26,P
502,Jeriome Robertson,25,HOU,11,1,0,9.2,5,1,4,0,1,1.000,,,4.66,0.45,P
503,Nate Robertson,24,FLA,6,1,0,8.1,2,0,1,1,0,.500,,,1.08,0.17,P
504,Kerry Robinson,28,STL,76,26,13,307.1,87,85,0,2,0,.977,4,15,2.49,1.12,OF
505,Felix Rodriguez,29,SFG,71,0,0,69.0,6,1,5,0,0,1.000,,,0.78,0.08,P
506,Henry Rodriguez,34,MON,5,2,1,22.0,0,0,0,0,0,,-2,-93,0.00,0.00,OF
507,Jose Rodriguez,27,STL,2,0,0,0.1,0,0,0,0,0,,,,0.00,0.00,P
508,Nerio Rodriguez,31,STL,2,0,0,4.1,0,0,0,0,0,,,,0.00,0.00,P
509,Scott Rolen,27,TOT,155,154,149,1360.0,484,133,335,16,41,.967,15,13,3.10,3.02,3B
510,Jimmy Rollins,23,PHI,152,149,147,1343.2,695,226,455,14,90,.980,4,3,4.56,4.45,SS-2B
511,Jason Romano,23,COL,18,8,4,87.2,43,19,20,4,3,.907,-3,-45,4.00,1.86,2B-SS-OF-3B
512,David Ross,25,LAD,6,2,2,26.0,21,19,2,0,0,1.000,1,46,7.27,3.50,C
513,Wilkin Ruan,23,LAD,5,1,1,20.0,5,5,0,0,0,1.000,-1,-42,2.25,1.00,OF
514,Kirk Rueter,31,SFG,33,33,0,203.2,52,15,37,0,5,1.000,,,2.30,1.58,P
515,Glendon Rusch,27,MIL,34,34,4,210.2,40,3,35,2,1,.950,,,1.62,1.12,P
516,Jim Rushford,28,MIL,22,21,19,181.0,45,43,0,2,0,.956,-2,-10,2.14,1.95,OF
517,Kirk Saarloos,23,HOU,17,17,1,85.1,23,8,14,1,3,.957,,,2.32,1.29,P
518,Alex Sanchez,25,MIL,100,92,82,815.2,277,271,1,5,0,.982,4,6,3.00,2.72,OF
519,Duaner Sanchez,22,TOT,9,0,0,6.0,1,1,0,0,0,1.000,,,1.50,0.11,P
520,Jesus Sanchez,27,CHC,8,0,0,8.1,3,0,1,2,0,.333,,,1.08,0.13,P
521,Reggie Sanders,34,SFG,137,133,103,1135.2,307,290,12,5,0,.984,14,15,2.39,2.20,OF
522,Benito Santiago,37,SFG,125,122,109,1066.2,796,738,54,4,10,.995,0,0,6.68,6.34,C
523,Jose Santiago,27,PHI,42,0,0,47.0,7,3,4,0,0,1.000,,,1.34,0.17,P
524,Victor Santos,25,COL,24,2,0,26.0,3,1,2,0,0,1.000,,,1.04,0.13,P
525,Scott Sauerbeck,30,PIT,78,0,0,62.2,14,2,12,0,2,1.000,,,2.01,0.18,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
526,Curt Schilling,35,ARI,36,35,5,259.1,25,9,16,0,1,1.000,,,0.87,0.69,P
527,Jason Schmidt,29,SFG,29,29,2,185.1,20,5,15,0,0,1.000,,,0.97,0.69,P
528,Brian Schneider,25,MON,67,57,52,525.2,419,382,34,3,6,.993,4,9,7.12,6.21,C-OF
529,Marco Scutaro,26,NYM,20,5,3,73.0,31,10,20,1,3,.968,0,3,3.70,1.36,SS-2B-3B-OF
530,Jae Weong Seo,25,NYM,1,0,0,1.0,0,0,0,0,0,,,,0.00,0.00,P
531,Richie Sexson,27,MIL,154,153,140,1324.1,1350,1224,119,7,134,.995,1,1,9.13,8.72,1B
532,Ben Sheets,23,MIL,34,34,1,216.2,65,28,36,1,6,.985,,,2.66,1.88,P
533,Gary Sheffield,33,ATL,127,127,105,1104.0,243,232,7,4,0,.984,-1,-1,1.95,1.88,OF
534,Jason Shiell,25,SDP,3,0,0,1.1,0,0,0,0,0,,,,0.00,0.00,P
535,Tsuyoshi Shinjo,30,SFG,117,97,83,856.1,302,286,10,6,3,.980,12,17,3.11,2.53,OF
536,Paul Shuey,31,LAD,28,0,0,30.2,12,4,8,0,0,1.000,,,3.52,0.43,P
537,Terry Shumpert,35,COL,70,50,37,461.0,245,107,132,6,29,.976,-5,-12,4.67,3.32,2B-OF-SS-3B
538,Carlos Silva,23,PHI,68,0,0,84.0,24,4,19,1,2,.958,,,2.46,0.34,P
539,Jose Silva,28,CIN,12,0,0,23.1,11,3,8,0,1,1.000,,,4.24,0.92,P
540,Jason Simontacchi,28,STL,24,24,0,143.1,37,12,25,0,4,1.000,,,2.32,1.54,P
541,Aaron Small,30,ATL,1,0,0,0.1,0,0,0,0,0,,,,0.00,0.00,P
542,Bud Smith,22,STL,11,10,0,48.0,3,0,3,0,0,1.000,,,0.56,0.27,P
543,Dan Smith,26,MON,33,0,0,46.2,4,2,2,0,0,1.000,,,0.77,0.12,P
544,Travis Smith,29,STL,12,10,0,54.0,11,4,7,0,1,1.000,,,1.83,0.92,P
545,John Smoltz,35,ATL,75,0,0,80.1,22,11,11,0,0,1.000,,,2.46,0.29,P
546,Steve Smyth,24,CHC,8,7,0,26.0,3,1,1,1,0,.667,,,0.69,0.25,P
547,Esix Snead,26,NYM,6,1,1,23.0,5,5,0,0,0,1.000,0,-21,1.96,0.83,OF
548,J.T. Snow,34,SFG,135,111,102,1015.0,1025,939,79,7,104,.993,-3,-4,9.03,7.54,1B
549,Sammy Sosa,33,CHC,150,150,127,1295.1,297,284,7,6,1,.980,-8,-8,2.02,1.94,OF
550,Justin Speier,28,COL,63,0,0,62.1,2,0,2,0,0,1.000,,,0.29,0.03,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
551,Junior Spivey,27,ARI,143,138,131,1230.2,661,288,358,15,64,.977,-3,-3,4.72,4.52,2B
552,Tim Spooneybarger,22,ATL,51,0,0,51.1,13,3,9,1,0,.923,,,2.10,0.24,P
553,Dennis Springer,37,LAD,1,0,0,1.1,1,1,0,0,0,1.000,,,6.75,1.00,P
554,Matt Stairs,34,MIL,84,75,37,602.1,136,129,6,1,1,.993,-4,-8,2.02,1.61,OF
555,Denny Stark,27,COL,32,20,0,128.1,21,6,15,0,1,1.000,,,1.47,0.66,P
556,Gene Stechschulte,28,STL,29,0,0,32.0,6,2,4,0,0,1.000,,,1.69,0.21,P
557,Garrett Stephenson,30,STL,12,10,0,45.0,10,1,9,0,0,1.000,,,2.00,0.83,P
558,Lee Stevens,34,MON,58,56,45,490.0,563,512,47,4,47,.993,-2,-5,10.27,9.64,1B
559,Scott Stewart,26,MON,67,0,0,64.0,11,1,9,1,0,.909,,,1.41,0.15,P
560,Kelly Stinnett,32,CIN,30,27,25,246.2,205,189,14,2,3,.990,-2,-10,7.41,6.77,C
561,Ricky Stone,27,HOU,78,0,0,77.1,13,2,11,0,0,1.000,,,1.51,0.17,P
562,Todd Stottlemyre,37,ARI,5,4,0,20.1,4,1,3,0,0,1.000,,,1.77,0.80,P
563,Pat Strange,21,NYM,5,0,0,8.0,2,0,1,1,0,.500,,,1.13,0.20,P
564,Scott Strickland,26,TOT,69,0,0,68.2,14,4,8,2,1,.857,,,1.57,0.17,P
565,Everett Stull,30,MIL,2,2,0,10.0,5,1,4,0,0,1.000,,,4.50,2.50,P
566,Chris Stynes,29,CHC,57,46,25,371.1,118,37,76,5,15,.958,-3,-10,2.74,1.88,3B-2B
567,Scott Sullivan,31,CIN,71,0,0,78.2,11,3,5,3,0,.727,,,0.92,0.11,P
568,B.J. Surhoff,37,ATL,20,20,17,175.2,108,99,9,0,12,1.000,4,24,5.53,5.40,1B-OF
569,Mark Sweeney,32,SDP,14,4,3,67.1,45,40,3,2,5,.956,0,-7,5.75,2.69,1B-OF
570,Greg Swindell,37,ARI,34,0,0,33.0,4,1,3,0,1,1.000,,,1.09,0.12,P
571,So Taguchi,32,STL,14,2,2,36.2,14,11,2,1,0,.929,1,46,3.19,0.93,OF
572,Dennis Tankersley,23,SDP,17,9,0,51.1,8,3,5,0,0,1.000,,,1.40,0.47,P
573,Tony Tarasco,31,NYM,34,13,5,154.1,55,51,3,1,1,.982,3,22,3.15,1.50,OF-1B
574,Fernando Tatís,27,MON,99,99,73,831.2,252,59,180,13,17,.948,-2,-3,2.59,2.41,3B
575,Julian Tavarez,29,FLA,29,27,0,153.2,49,15,30,4,2,.918,,,2.64,1.55,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
576,Reggie Taylor,25,CIN,103,55,46,603.1,184,177,2,5,0,.973,5,10,2.67,1.74,OF
577,Michael Tejera,25,FLA,47,18,0,139.2,34,9,24,1,4,.971,,,2.13,0.70,P
578,Nate Teut,26,FLA,2,1,0,7.1,0,0,0,0,0,,,,0.00,0.00,P
579,Ryan Thompson,34,MIL,51,27,21,279.0,65,62,2,1,0,.985,0,-2,2.06,1.25,OF
580,John Thomson,28,TOT,30,30,0,181.2,57,20,36,1,0,.982,,,2.77,1.87,P
581,Joe Thurston,22,LAD,4,1,1,19.0,10,4,6,0,3,1.000,0,19,4.74,2.50,2B
582,Mike Timlin,36,TOT,72,1,0,96.2,25,9,15,1,2,.960,,,2.23,0.33,P
583,Brian Tollberg,29,SDP,12,11,0,61.2,10,4,6,0,1,1.000,,,1.46,0.83,P
584,Brett Tomko,29,SDP,32,32,3,204.1,46,19,26,1,1,.978,,,1.98,1.41,P
585,Tony Torcato,22,SFG,3,2,2,22.0,2,2,0,0,0,1.000,-1,-44,0.82,0.67,OF
586,Steve Torrealba,24,ATL,12,5,3,57.1,42,40,2,0,1,1.000,-1,-21,6.59,3.50,C
587,Yorvit Torrealba,23,SFG,53,40,35,363.2,291,269,20,2,3,.993,2,7,7.15,5.45,C
588,Salomon Torres,30,PIT,5,5,0,30.0,6,4,2,0,0,1.000,,,1.80,1.20,P
589,Steve Trachsel,31,NYM,30,30,1,173.2,51,12,37,2,3,.961,,,2.54,1.63,P
590,Bubba Trammell,30,SDP,122,107,60,891.1,183,174,4,5,1,.973,-14,-19,1.80,1.46,OF
591,Chris Truby,28,MON,33,26,22,247.2,76,23,48,5,6,.934,-2,-11,2.58,2.09,3B-1B-OF
592,J.J. Trujillo,26,SDP,4,0,0,2.2,0,0,0,0,0,,,,0.00,0.00,P
593,T.J. Tucker,23,MON,57,0,0,61.1,19,6,8,5,2,.737,,,2.05,0.25,P
594,Juan Uribe,23,COL,155,150,142,1316.0,792,261,504,27,118,.966,12,11,5.23,4.94,SS
595,Eric Valent,25,PHI,3,0,0,12.2,4,3,0,1,2,.750,0,-28,2.13,1.00,OF-1B
596,John Valentin,35,NYM,63,39,24,375.1,233,139,84,10,26,.957,0,-1,5.35,3.33,SS-3B-1B-2B
597,Cory Vance,23,COL,2,1,0,4.0,2,1,1,0,0,1.000,,,4.50,1.00,P
598,Mo Vaughn,34,NYM,134,131,99,1124.2,1150,1085,47,18,95,.984,-16,-17,9.06,8.45,1B
599,Javier Vazquez,25,MON,34,34,2,230.1,48,14,33,1,6,.979,,,1.84,1.38,P
600,Ramón Vázquez,25,SDP,120,104,71,928.1,491,170,314,7,67,.986,-6,-7,4.69,3.41,2B-SS-3B
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
601,Dave Veres,35,STL,71,0,0,82.2,15,3,10,2,3,.867,,,1.42,0.18,P
602,Jose Vidro,27,MON,152,151,140,1323.0,773,314,448,11,93,.986,4,3,5.18,5.01,2B
603,Brandon Villafuerte,26,SDP,31,0,0,32.0,6,2,4,0,0,1.000,,,1.69,0.19,P
604,Ron Villone,32,PIT,45,7,0,93.0,28,6,20,2,2,.929,,,2.52,0.58,P
605,Fernando Vina,33,STL,150,149,140,1312.1,701,287,401,13,104,.981,2,1,4.72,4.59,2B
606,Jose Vizcaino,34,HOU,107,90,73,824.0,366,125,237,4,55,.989,-6,-8,3.95,3.07,SS-3B-2B-1B
607,Luis Vizcaino,27,MIL,76,0,0,81.1,10,3,7,0,0,1.000,,,1.11,0.13,P
608,Ed Vosberg,40,MON,4,0,0,1.0,0,0,0,0,0,,,,0.00,0.00,P
609,Billy Wagner,30,HOU,70,0,0,75.0,14,5,9,0,0,1.000,,,1.68,0.20,P
610,Kevin Walker,25,SDP,11,0,0,8.0,5,0,5,0,0,1.000,,,5.63,0.45,P
611,Larry Walker,35,COL,123,122,106,1037.0,247,229,14,4,5,.984,9,10,2.11,1.98,OF
612,Pete Walker,33,NYM,1,0,0,1.0,0,0,0,0,0,,,,0.00,0.00,P
613,Todd Walker,29,CIN,154,150,134,1319.1,760,314,438,8,93,.989,-3,-2,5.13,4.88,2B
614,Tyler Walker,26,NYM,5,1,0,10.2,2,1,1,0,0,1.000,,,1.69,0.40,P
615,Daryle Ward,27,HOU,122,117,56,936.2,158,146,9,3,3,.981,-14,-18,1.49,1.27,OF
616,Justin Wayne,23,FLA,5,5,0,23.2,8,5,3,0,1,1.000,,,3.04,1.60,P
617,David Weathers,32,NYM,71,0,0,77.1,15,1,14,0,2,1.000,,,1.75,0.21,P
618,Kip Wells,25,PIT,33,33,1,198.1,45,12,30,3,1,.933,,,1.91,1.27,P
619,Barry Wesson,25,HOU,15,4,4,56.0,11,11,0,0,0,1.000,1,13,1.77,0.73,OF
620,Gabe White,30,CIN,62,0,0,54.1,8,3,5,0,0,1.000,,,1.33,0.13,P
621,Rick White,33,TOT,61,0,0,62.2,11,2,9,0,2,1.000,,,1.58,0.18,P
622,Ty Wigginton,24,NYM,38,27,24,252.2,149,85,59,5,11,.966,-1,-6,5.13,3.51,3B-2B-1B-OF
623,Brad Wilkerson,25,MON,148,135,101,1220.2,440,405,28,7,28,.984,-12,-12,3.19,2.85,OF-1B
624,David Williams,23,PIT,9,9,0,43.1,15,1,12,2,1,.867,,,2.70,1.44,P
625,Jeff Williams,30,LAD,10,0,0,10.0,4,1,3,0,0,1.000,,,3.60,0.40,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
626,Matt Williams,36,ARI,56,54,43,472.0,127,29,94,4,7,.969,1,3,2.35,2.20,3B
627,Mike Williams,33,PIT,59,0,0,61.1,24,8,15,1,2,.958,,,3.38,0.39,P
628,Woody Williams,35,STL,17,17,1,103.1,26,7,19,0,2,1.000,,,2.26,1.53,P
629,Scott Williamson,26,CIN,63,0,0,74.0,10,2,7,1,1,.900,,,1.09,0.14,P
630,Craig Wilson,25,PIT,114,99,54,817.1,425,393,27,5,35,.988,-4,-6,4.62,3.44,OF-1B-C
631,Jack Wilson,24,PIT,143,135,125,1180.1,665,187,463,15,90,.977,11,11,4.96,4.55,SS
632,Preston Wilson,27,FLA,138,132,123,1178.2,315,301,8,6,2,.981,-6,-6,2.36,2.24,OF
633,Vance Wilson,29,NYM,66,40,34,400.0,361,317,38,6,5,.983,6,18,7.99,5.30,C-1B
634,Jay Witasick,29,SFG,44,0,0,68.1,7,2,5,0,0,1.000,,,0.92,0.16,P
635,Randy Wolf,25,PHI,31,31,3,210.2,34,9,23,2,2,.941,,,1.37,1.03,P
636,Tony Womack,32,ARI,149,145,129,1273.2,559,175,364,20,66,.964,-3,-3,3.81,3.59,SS-OF
637,Kerry Wood,25,CHC,33,33,4,213.2,34,14,20,0,3,1.000,,,1.43,1.03,P
638,Tim Worrell,34,SFG,80,0,0,72.0,12,2,10,0,0,1.000,,,1.50,0.15,P
639,Jamey Wright,27,TOT,23,22,1,129.1,36,12,23,1,3,.972,,,2.44,1.52,P
640,Masato Yoshii,37,MON,31,20,1,131.1,28,9,19,0,3,1.000,,,1.92,0.90,P
641,Eric Young Sr.,35,MIL,124,121,110,1044.0,585,250,323,12,79,.979,3,3,4.94,4.58,2B-OF
642,Kevin Young,33,PIT,144,127,117,1130.2,1379,1277,89,13,119,.991,5,6,10.87,9.49,1B
643,Carlos Zambrano,21,CHC,32,16,0,108.1,34,8,26,0,4,1.000,,,2.82,1.06,P
644,Gregg Zaun,31,HOU,44,40,31,351.0,330,307,18,5,3,.985,-6,-21,8.33,7.39,C
645,Todd Zeile,36,COL,140,138,115,1174.1,365,87,257,21,23,.942,-6,-6,2.64,2.46,3B-P
646,Chad Zerbe,30,SFG,50,0,0,56.1,11,4,7,0,0,1.000,,,1.76,0.22,P
647,Alan Zinter,34,HOU,9,2,1,28.0,28,26,2,0,3,1.000,0,-17,9.00,3.11,1B-C
