Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
20,Tony Armas,24,MON,29,29,0,164.1,37,15,22,0,4,1.000,,,2.03,1.28,P
21,Bronson Arroyo,25,PIT,9,4,0,27.0,10,3,7,0,0,1.000,,,3.33,1.11,P
22,Andy Ashby,34,LAD,30,30,0,181.2,35,16,18,1,2,.971,,,1.68,1.13,P
23,Pedro Astacio,33,NYM,31,31,3,191.2,35,6,28,1,0,.971,,,1.60,1.10,P
24,Rich Aurilia,30,SFG,131,130,115,1126.0,558,213,334,11,97,.980,-4,-5,4.37,4.18,SS
25,Brad Ausmus,33,HOU,129,121,116,1079.0,1010,942,65,3,9,.997,5,6,8.40,7.81,C
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
26,Manny Aybar,30,SFG,15,0,0,14.1,3,2,1,0,0,1.000,,,1.88,0.20,P
27,Mike Bacsik,24,NYM,11,9,1,55.2,20,4,15,1,0,.950,,,3.07,1.73,P
28,Jeff Bagwell,34,HOU,153,153,143,1348.0,1373,1254,112,7,119,.995,-2,-2,9.12,8.93,1B
29,Paul Bako,30,MIL,76,65,59,587.2,457,420,33,4,2,.991,-4,-8,6.94,5.96,C
30,Brian Banks,31,FLA,10,5,2,42.0,13,11,1,1,1,.923,0,3,2.57,1.20,OF-3B-1B
31,Rod Barajas,26,ARI,70,41,31,408.1,314,295,18,1,1,.997,1,3,6.90,4.47,C-1B
32,Kevin Barker,26,SDP,6,5,4,45.1,50,49,1,0,5,1.000,1,13,9.93,8.33,1B
33,Michael Barrett,25,MON,114,107,98,953.0,843,778,56,9,13,.989,-3,-4,7.88,7.19,C-1B
34,Miguel Batista,31,ARI,36,29,1,184.2,42,8,33,1,2,.976,,,2.00,1.14,P
35,Danny Bautista,30,ARI,39,39,31,327.1,66,65,0,1,0,.985,-3,-11,1.79,1.67,OF
36,Josh Beckett,22,FLA,23,21,0,107.2,21,11,9,1,0,.952,,,1.67,0.87,P
37,Joe Beimel,25,PIT,53,8,0,85.1,16,1,12,3,1,.813,,,1.37,0.25,P
38,Kevin Beirne,28,LAD,12,3,0,29.0,4,1,3,0,0,1.000,,,1.24,0.33,P
39,David Bell,29,SFG,151,143,124,1266.0,412,116,284,12,30,.971,9,8,2.84,2.56,3B-2B-SS-1B
40,Jay Bell,36,ARI,14,9,4,80.0,36,22,14,0,2,1.000,0,6,4.05,2.40,3B-1B-SS-2B
41,Mark Bellhorn,27,CHC,134,109,83,995.2,486,242,233,11,62,.977,-7,-9,4.29,3.21,2B-3B-1B-SS-OF
42,Ronnie Belliard,27,MIL,87,60,55,594.0,267,108,149,10,32,.963,-7,-14,3.89,2.82,2B-3B
43,Francis Beltrán,22,CHC,11,0,0,12.0,4,0,4,0,1,1.000,,,3.00,0.36,P
44,Adrián Beltré,23,LAD,157,154,144,1371.0,434,120,294,20,18,.954,0,0,2.72,2.64,3B
45,Marvin Benard,31,SFG,38,17,11,190.2,53,50,3,0,0,1.000,3,17,2.50,1.39,OF
46,Alan Benes,30,CHC,7,7,0,39.1,6,2,4,0,2,1.000,,,1.37,0.86,P
47,Andy Benes,34,STL,18,17,1,97.0,16,5,10,1,1,.938,,,1.39,0.83,P
48,Armando Benítez,29,NYM,62,0,0,67.1,12,2,8,2,0,.833,,,1.34,0.16,P
49,Mike Benjamin,36,PIT,87,23,15,307.1,151,58,91,2,15,.987,2,9,4.36,1.66,3B-SS-2B-1B-OF
50,Gary Bennett,30,COL,90,85,67,726.2,489,453,32,4,5,.992,-4,-7,6.01,5.39,C
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
51,Kris Benson,27,PIT,25,25,0,130.1,25,12,11,2,2,.920,,,1.59,0.92,P
52,Jason Bere,31,CHC,16,16,0,85.2,17,4,11,2,1,.882,,,1.58,0.94,P
53,Peter Bergeron,24,MON,31,30,29,277.1,78,76,0,2,0,.974,-2,-8,2.47,2.45,OF
54,Lance Berkman,26,HOU,156,155,96,1364.1,306,293,6,7,1,.977,-11,-10,1.97,1.92,OF
55,Craig Biggio,36,HOU,143,141,136,1245.2,674,314,352,8,88,.988,-18,-17,4.81,4.66,2B-OF
56,Henry Blanco,30,ATL,79,64,51,595.2,458,417,38,3,1,.993,3,6,6.87,5.76,C
57,Geoff Blum,29,HOU,115,95,85,873.0,288,79,201,8,28,.972,4,5,2.89,2.37,3B-OF-2B-1B-SS
58,Hiram Bocachica,26,LAD,22,11,8,115.0,25,24,0,1,0,.960,-1,-7,1.88,1.09,OF
59,Brian Boehringer,33,PIT,70,0,0,79.2,9,2,7,0,0,1.000,,,1.02,0.13,P
60,Barry Bonds,37,SFG,135,133,101,1115.0,253,241,4,8,2,.968,0,0,1.98,1.81,OF
61,Jung Bong,21,ATL,1,1,0,6.0,1,0,1,0,1,1.000,,,1.50,1.00,P
62,Aaron Boone,29,CIN,160,154,142,1384.1,494,113,359,22,48,.955,8,7,3.07,2.78,3B-SS
63,Pedro Borbón,34,HOU,56,0,0,37.2,7,3,4,0,1,1.000,,,1.67,0.13,P
64,Toby Borland,33,FLA,15,0,0,13.2,2,1,1,0,0,1.000,,,1.32,0.13,P
65,Joe Borowski,31,CHC,73,0,0,95.2,15,5,9,1,3,.933,,,1.32,0.19,P
66,Ricky Bottalico,32,PHI,30,0,0,27.1,5,2,3,0,0,1.000,,,1.65,0.17,P
67,Jason Boyd,29,SDP,23,0,0,28.1,10,3,7,0,0,1.000,,,3.18,0.43,P
68,Darren Bragg,32,ATL,63,37,32,399.2,103,98,2,3,0,.971,5,15,2.25,1.59,OF
69,Russell Branyan,26,CIN,57,52,31,443.0,260,216,38,6,24,.977,-3,-7,5.16,4.31,OF-1B-3B
70,Troy Brohawn,29,SFG,11,0,0,5.2,1,1,0,0,0,1.000,,,1.59,0.09,P
71,Jim Brower,29,TOT,52,0,0,80.1,21,9,12,0,0,1.000,,,2.35,0.40,P
72,Adrian Brown,28,PIT,71,44,40,440.2,116,112,1,3,0,.974,1,1,2.31,1.59,OF
73,Kevin Brown,37,LAD,17,10,0,63.2,15,5,9,1,0,.933,,,1.98,0.82,P
74,Roosevelt Brown,26,CHC,64,41,18,375.1,81,78,1,2,1,.975,-3,-10,1.89,1.23,OF
75,Brian Buchanan,28,SDP,27,20,9,169.0,100,92,7,1,6,.990,-3,-21,5.27,3.41,OF-1B
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
76,Mike Buddie,31,MIL,25,0,0,39.2,17,5,10,2,0,.882,,,3.40,0.60,P
77,A.J. Burnett,25,FLA,31,29,7,204.1,35,12,19,4,3,.886,,,1.37,1.00,P
78,Jeromy Burnitz,33,NYM,140,131,109,1148.0,265,249,7,9,0,.966,2,2,2.01,1.83,OF
79,Pat Burrell,25,PHI,157,154,147,1383.0,287,273,8,6,1,.979,0,0,1.83,1.79,OF
80,Sean Burroughs,21,SDP,55,50,35,416.1,158,59,91,8,13,.949,-6,-16,3.24,2.46,3B-2B
81,Homer Bush,29,FLA,16,7,6,81.2,26,11,14,1,2,.962,-2,-32,2.76,1.56,2B-SS
82,Brent Butler,24,COL,104,78,59,727.1,367,140,218,9,51,.975,1,2,4.43,3.03,2B-3B-SS
83,Mike Bynum,24,SDP,14,3,0,27.1,4,0,4,0,0,1.000,,,1.32,0.29,P
84,Marlon Byrd,24,PHI,10,9,6,77.0,17,17,0,0,0,1.000,-1,-16,1.99,1.70,OF
85,Jolbert Cabrera,29,LAD,6,2,1,31.2,13,8,5,0,1,1.000,1,34,3.69,1.63,3B-OF-2B
86,José Cabrera,30,MIL,50,11,0,103.1,20,8,10,2,2,.900,,,1.57,0.36,P
87,Orlando Cabrera,27,MON,153,150,150,1352.1,764,237,498,29,102,.962,3,3,4.89,4.80,SS
88,Miguel Cairo,28,STL,54,26,14,253.2,109,66,39,4,12,.963,-1,-4,3.73,1.78,OF-2B-3B-SS-1B
89,Javier Cardona,26,SDP,14,11,10,100.0,83,76,5,2,2,.976,1,12,7.29,5.79,C
90,Giovanni Carrara,34,LAD,63,1,0,90.2,26,8,18,0,1,1.000,,,2.58,0.41,P
91,Jamey Carroll,28,MON,16,16,15,153.2,53,13,36,4,4,.925,-2,-12,2.87,2.88,3B-SS-2B
92,Raúl Casanova,29,MIL,28,25,22,218.1,180,166,13,1,0,.994,-1,-5,7.38,6.39,C
93,Sean Casey,27,CIN,108,106,100,935.0,1004,927,70,7,93,.993,6,8,9.60,9.23,1B
94,Vinny Castilla,34,ATL,139,138,126,1222.0,337,75,256,6,23,.982,3,2,2.44,2.38,3B
95,Luis Castillo,26,FLA,144,143,130,1257.2,673,269,391,13,93,.981,-9,-8,4.72,4.58,2B
96,Juan Castro,30,CIN,41,16,9,190.2,102,37,62,3,18,.971,2,13,4.67,2.25,SS-2B-3B-1B
97,Ramón Castro,26,FLA,37,17,16,203.1,160,148,12,0,0,1.000,0,0,7.08,4.32,C
98,Roger Cedeño,27,NYM,132,125,102,1087.1,235,225,2,8,0,.966,-4,-5,1.88,1.72,OF
99,Matthew Cepicky,24,MON,17,14,9,128.0,21,21,0,0,0,1.000,-2,-22,1.48,1.24,OF
100,Jaime Cerda,23,NYM,32,0,0,25.2,3,1,1,1,0,.667,,,0.70,0.06,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
101,Shawn Chacón,24,COL,21,21,0,119.1,35,18,15,2,1,.943,,,2.49,1.57,P
102,Endy Chávez,24,MON,35,27,27,274.0,90,82,7,1,2,.989,7,28,2.92,2.54,OF
103,Raúl Chávez,29,HOU,2,1,1,14.0,10,10,0,0,0,1.000,0,0,6.43,5.00,C
104,Bruce Chen,25,TOT,55,6,0,77.2,12,6,6,0,0,1.000,,,1.39,0.22,P
105,Chin-Feng Chen,24,LAD,1,1,1,9.0,3,3,0,0,0,1.000,1,67,3.00,3.00,OF
106,Scott Chiasson,24,CHC,4,0,0,4.2,1,0,1,0,0,1.000,,,1.93,0.25,P
107,Matt Childers,23,MIL,8,0,0,9.0,2,0,2,0,1,1.000,,,2.00,0.25,P
108,Hee-Seop Choi,23,CHC,22,12,12,125.2,116,106,8,2,16,.983,-2,-17,8.16,5.18,1B
109,McKay Christensen,26,NYM,3,0,0,7.2,3,3,0,0,0,1.000,1,78,3.52,1.00,OF
110,Ryan Christenson,28,MIL,21,14,11,141.2,38,38,0,0,0,1.000,3,22,2.41,1.81,OF
111,Jason Christiansen,32,SFG,6,0,0,5.0,0,0,0,0,0,,,,0.00,0.00,P
112,Alex Cintrón,23,ARI,34,20,19,200.1,93,36,56,1,15,.989,0,2,4.13,2.63,2B-SS-3B
113,Brady Clark,29,TOT,28,7,3,99.2,20,19,0,1,0,.950,-1,-8,1.72,0.68,OF
114,Matt Clement,27,CHC,32,32,3,205.0,33,8,23,2,1,.939,,,1.36,0.97,P
115,Dave Coggin,25,PHI,38,7,0,77.0,13,5,8,0,0,1.000,,,1.52,0.34,P
116,Greg Colbrunn,32,ARI,44,39,14,294.2,278,261,15,2,16,.993,-1,-4,8.43,6.13,1B-3B
117,Lou Collier,28,MON,10,3,1,31.2,8,7,1,0,0,1.000,-1,-42,2.27,0.80,OF-2B-3B
118,Bartolo Colón,29,MON,17,17,4,117.0,22,6,15,1,1,.955,,,1.62,1.24,P
119,Clay Condrey,26,SDP,9,3,0,26.2,5,3,2,0,1,1.000,,,1.69,0.56,P
120,Aaron Cook,23,COL,9,5,0,35.2,14,4,9,1,3,.929,,,3.28,1.44,P
121,Mike Coolbaugh,30,STL,4,3,2,26.0,8,0,8,0,3,1.000,1,37,2.77,2.00,3B
122,Alex Cora,26,LAD,87,63,42,606.0,301,97,197,7,43,.977,4,8,4.37,2.91,SS-2B
123,Wil Cordero,30,MON,38,30,16,254.1,119,111,6,2,6,.983,2,9,4.14,3.08,OF-1B
124,Bryan Corey,28,LAD,1,0,0,1.0,0,0,0,0,0,,,,0.00,0.00,P
125,Mark Corey,27,TOT,26,0,0,22.0,1,0,1,0,0,1.000,,,0.41,0.04,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
126,Rheal Cormier,35,PHI,54,0,0,60.0,17,3,14,0,3,1.000,,,2.55,0.31,P
127,Humberto Cota,23,PIT,7,4,3,40.1,34,33,1,0,1,1.000,1,30,7.59,4.86,C
128,Craig Counsell,31,ARI,112,109,87,973.2,375,113,254,8,26,.979,13,16,3.39,2.84,3B-SS-2B
129,César Crespo,23,SDP,15,2,2,54.0,13,4,8,1,1,.923,-1,-13,2.00,0.75,3B-OF-2B-SS
130,Mike Crudale,25,STL,49,1,0,52.2,11,8,2,1,0,.909,,,1.71,0.20,P
131,Deivi Cruz,29,SDP,148,133,117,1163.2,560,173,372,15,83,.973,-12,-12,4.22,3.68,SS-1B
132,Iván Cruz,34,STL,7,0,0,14.0,13,12,1,0,0,1.000,0,-17,8.36,1.86,1B
133,Juan Cruz,23,CHC,45,9,0,97.1,18,3,12,3,0,.833,,,1.39,0.33,P
134,Nelson Cruz,29,HOU,43,5,0,78.1,17,5,12,0,0,1.000,,,1.95,0.40,P
135,Will Cunnane,28,CHC,16,0,0,26.1,3,1,2,0,1,1.000,,,1.03,0.19,P
136,Jack Cust,23,COL,18,15,6,121.1,25,24,0,1,0,.960,2,16,1.78,1.33,OF
137,Éric Cyr,23,SDP,5,0,0,6.0,0,0,0,0,0,,,,0.00,0.00,P
138,Jeff D'Amico,26,NYM,29,22,1,145.2,23,5,18,0,0,1.000,,,1.42,0.79,P
139,Omar Daal,30,LAD,39,23,0,161.1,43,10,33,0,5,1.000,,,2.40,1.10,P
140,Vic Darensbourg,31,FLA,42,0,0,48.1,7,2,4,1,0,.857,,,1.12,0.14,P
141,Tom Davey,28,SDP,19,0,0,21.0,1,0,1,0,0,1.000,,,0.43,0.05,P
142,J.J. Davis,23,PIT,4,2,0,18.2,3,3,0,0,0,1.000,1,51,1.45,0.75,OF
143,Kane Davis,27,NYM,16,0,0,14.0,2,1,1,0,0,1.000,,,1.29,0.13,P
144,Travis Dawkins,23,CIN,24,9,7,128.2,55,18,33,4,6,.927,-1,-10,3.57,2.13,SS-2B
145,Joey Dawley,30,ATL,1,0,0,0.1,0,0,0,0,0,,,,0.00,0.00,P
146,Zach Day,24,MON,19,2,0,37.1,12,6,6,0,1,1.000,,,2.89,0.63,P
147,Valerio De Los Santos,29,MIL,51,0,0,57.2,6,3,3,0,1,1.000,,,0.94,0.12,P
148,Kory DeHaan,25,SDP,9,2,0,25.2,6,6,0,0,0,1.000,1,23,2.10,0.67,OF
149,Mike DeJean,31,MIL,68,0,0,75.0,17,9,8,0,0,1.000,,,2.04,0.25,P
150,Wilson Delgado,29,STL,8,4,4,44.0,17,8,9,0,1,1.000,-2,-41,3.48,2.13,SS
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
151,David Dellucci,28,ARI,64,53,37,476.0,90,85,2,3,2,.967,-8,-20,1.64,1.36,OF
152,Ryan Dempster,25,TOT,33,33,4,209.0,45,19,26,0,4,1.000,,,1.94,1.36,P
153,Mark DeRosa,27,ATL,59,46,40,446.1,245,94,145,6,40,.976,2,6,4.82,3.85,2B-SS-OF-3B
154,Delino DeShields,33,CHC,42,34,27,300.1,170,67,98,5,15,.971,3,13,4.94,3.93,2B-OF
155,Elmer Dessens,31,CIN,30,30,0,178.0,40,12,27,1,3,.975,,,1.97,1.30,P
156,Matt DeWitt,24,SDP,5,0,0,7.1,2,1,1,0,0,1.000,,,2.45,0.40,P
157,Mike Difelice,33,STL,61,51,32,435.1,348,313,32,3,5,.991,-2,-6,7.13,5.66,C
158,Ben Diggins,23,MIL,5,5,0,24.0,2,0,2,0,0,1.000,,,0.75,0.40,P
159,Chris Donnels,36,ARI,27,11,4,105.2,27,11,16,0,0,1.000,-1,-14,2.30,1.00,3B-1B
160,Octavio Dotel,28,HOU,83,0,0,97.1,8,0,8,0,0,1.000,,,0.74,0.10,P
161,J.D. Drew,26,STL,120,108,85,946.2,230,223,4,3,1,.987,9,11,2.16,1.89,OF
162,Tim Drew,23,MON,7,1,0,16.0,4,1,3,0,0,1.000,,,2.25,0.57,P
163,Brandon Duckworth,26,PHI,30,29,0,163.0,19,4,15,0,1,1.000,,,1.05,0.63,P
164,Matt Duff,27,STL,7,0,0,5.2,1,0,1,0,0,1.000,,,1.59,0.14,P
165,Courtney Duncan,27,CHC,2,0,0,2.1,0,0,0,0,0,,,,0.00,0.00,P
166,Adam Dunn,22,CIN,154,151,116,1339.1,608,561,32,15,32,.975,-5,-5,3.98,3.66,OF-1B
167,Shawon Dunston,39,SFG,50,26,18,261.0,53,53,0,0,0,1.000,-6,-29,1.83,1.04,OF-1B-SS
168,Erubiel Durazo,28,ARI,58,55,43,483.2,445,412,26,7,29,.984,-3,-8,8.15,7.55,1B-OF
169,Jayson Durocher,27,MIL,39,0,0,48.0,6,1,5,0,0,1.000,,,1.13,0.15,P
170,Adam Eaton,24,SDP,6,6,0,33.1,5,1,4,0,0,1.000,,,1.35,0.83,P
171,Angel Echevarria,31,CHC,32,19,17,196.2,101,94,5,2,13,.980,3,16,4.53,3.09,OF-1B
172,Jim Edmonds,32,STL,139,132,112,1160.0,363,347,11,5,4,.986,9,9,2.78,2.58,OF
173,Joey Eischen,32,MON,59,0,0,53.2,12,3,8,1,0,.917,,,1.84,0.19,P
174,Robert Ellis,31,LAD,3,0,0,2.2,0,0,0,0,0,,,,0.00,0.00,P
175,Alan Embree,32,SDP,36,0,0,28.2,6,3,2,1,0,.833,,,1.57,0.14,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
176,Juan Encarnación,26,TOT,149,147,125,1295.2,361,346,9,6,6,.983,6,6,2.47,2.38,OF
177,Mario Encarnación,26,CHC,2,2,1,13.0,5,5,0,0,0,1.000,1,102,3.46,2.50,OF
178,John Ennis,22,ATL,1,1,0,4.0,3,1,2,0,1,1.000,,,6.75,3.00,P
179,Morgan Ensberg,26,HOU,43,37,32,328.1,112,28,76,8,5,.929,-2,-5,2.85,2.42,3B
180,Bobby Estalella,27,COL,38,32,29,289.1,213,203,9,1,2,.995,-3,-12,6.59,5.58,C
181,Shawn Estes,29,TOT,29,29,1,160.2,30,3,24,3,2,.900,,,1.51,0.93,P
182,Johnny Estrada,26,PHI,10,3,3,40.2,36,34,2,0,0,1.000,-1,-30,7.97,3.60,C
183,Adam Everett,25,HOU,34,29,20,252.2,132,34,93,5,22,.962,-2,-11,4.52,3.74,SS
184,Scott Eyre,30,SFG,21,0,0,11.1,0,0,0,0,0,,,,0.00,0.00,P
185,Jorge Fábregas,32,MIL,20,17,13,149.0,128,118,9,1,0,.992,0,0,7.67,6.35,C
186,Kyle Farnsworth,26,CHC,45,0,0,46.2,5,0,5,0,0,1.000,,,0.96,0.11,P
187,Jeff Fassero,39,TOT,73,0,0,69.0,14,4,10,0,0,1.000,,,1.83,0.19,P
188,Pedro Feliciano,25,NYM,6,0,0,6.0,0,0,0,0,0,,,,0.00,0.00,P
189,Pedro Feliz,27,SFG,46,32,22,282.1,89,29,57,3,9,.966,0,-1,2.74,1.87,3B-SS-OF
190,Jared Fernández,30,CIN,14,8,0,50.2,15,3,12,0,0,1.000,,,2.66,1.07,P
191,Mike Fetters,37,TOT,65,0,0,55.0,14,4,8,2,0,.857,,,1.96,0.18,P
192,Nelson Figueroa,28,MIL,30,11,0,93.0,18,4,12,2,0,.889,,,1.55,0.53,P
193,Jeremy Fikac,27,SDP,65,0,0,69.0,10,4,6,0,0,1.000,,,1.30,0.15,P
194,Chuck Finley,39,STL,14,14,1,85.1,8,1,7,0,0,1.000,,,0.84,0.57,P
195,Steve Finley,37,ARI,144,131,121,1171.1,325,319,4,2,2,.994,2,2,2.48,2.24,OF
196,Randy Flores,26,COL,8,2,0,17.0,4,2,2,0,1,1.000,,,2.12,0.50,P
197,Cliff Floyd,29,TOT,93,93,85,820.1,198,187,7,4,1,.980,0,1,2.13,2.09,OF
198,Josh Fogg,25,PIT,33,33,0,194.1,39,9,29,1,2,.974,,,1.76,1.15,P
199,John Foster,24,ATL,5,0,0,5.0,0,0,0,0,0,,,,0.00,0.00,P
200,Andy Fox,31,FLA,120,110,98,1010.1,528,207,303,18,80,.966,-15,-17,4.54,4.11,SS-2B-3B-OF
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
201,Chad Fox,31,MIL,3,0,0,4.2,0,0,0,0,0,,,,0.00,0.00,P
202,Julio Franco,43,ATL,95,70,65,694.0,784,717,59,8,79,.990,4,6,10.06,8.17,1B
203,Matt Franco,32,ATL,53,50,25,406.2,390,356,30,4,31,.990,-2,-6,8.54,7.02,1B-OF
204,Wayne Franklin,28,MIL,4,4,0,24.0,5,1,4,0,0,1.000,,,1.88,1.25,P
205,Brian Fuentes,26,COL,31,0,0,26.2,5,2,2,1,0,.800,,,1.35,0.13,P
206,Aaron Fultz,28,SFG,43,0,0,41.1,8,2,6,0,0,1.000,,,1.74,0.19,P
207,Rafael Furcal,24,ATL,153,151,140,1344.1,757,252,478,27,116,.964,12,11,4.89,4.74,SS-2B
208,Éric Gagné,26,LAD,77,0,0,82.1,14,4,10,0,1,1.000,,,1.53,0.18,P
209,Andrés Galarraga,41,MON,89,72,66,664.2,701,629,59,13,55,.981,-4,-8,9.32,7.73,1B
210,Ron Gant,37,SDP,80,73,55,626.1,151,142,6,3,0,.980,4,7,2.13,1.85,OF
211,Jesse Garcia,28,ATL,29,11,5,143.2,88,38,49,1,14,.989,5,42,5.45,2.90,2B-SS-OF
212,Jeremy Giambi,27,PHI,41,40,12,289.1,207,195,8,4,16,.981,-2,-9,6.31,4.95,OF-1B
213,Brian Giles,31,PIT,151,150,134,1290.2,264,244,13,7,5,.973,-14,-13,1.79,1.70,OF
214,Marcus Giles,24,ATL,60,53,42,487.0,284,124,152,8,37,.972,1,1,5.10,4.60,2B-3B
215,Keith Ginter,26,TOT,25,22,22,201.1,62,23,36,3,4,.952,1,3,2.64,2.27,3B-SS
216,Joe Girardi,37,CHC,88,67,53,615.2,603,554,43,6,6,.990,0,0,8.73,6.78,C
217,Doug Glanville,31,PHI,117,95,88,891.1,227,220,7,0,4,1.000,2,2,2.29,1.94,OF
218,Tom Glavine,36,ATL,36,36,2,224.2,71,22,49,0,3,1.000,,,2.84,1.97,P
219,Ross Gload,26,COL,6,2,2,24.2,24,20,4,0,1,1.000,-1,-24,8.76,4.00,1B-OF
220,Alex Gonzalez,29,CHC,142,139,137,1236.0,601,220,360,21,84,.965,-14,-13,4.22,4.08,SS
221,Álex González,25,FLA,42,41,36,348.1,188,72,113,3,32,.984,2,7,4.78,4.40,SS
222,Luis Gonzalez,34,ARI,146,143,130,1246.1,260,252,4,4,1,.985,-4,-4,1.85,1.75,OF
223,Raúl González,28,TOT,30,22,16,203.1,56,54,2,0,0,1.000,-2,-11,2.48,1.87,OF
224,Wiki González,28,SDP,54,52,43,442.2,400,367,27,6,4,.985,-1,-3,8.01,7.30,C
225,Tom Goodwin,33,SFG,53,31,25,309.1,99,98,0,1,0,.990,6,23,2.85,1.85,OF
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
226,Tom Gordon,34,TOT,34,0,0,42.2,8,1,6,1,1,.875,,,1.48,0.21,P
227,Mark Grace,38,ARI,99,70,66,683.0,690,649,34,7,58,.990,4,6,9.00,6.90,1B-P
228,Danny Graves,28,CIN,68,4,0,98.2,33,13,20,0,0,1.000,,,3.01,0.49,P
229,Shawn Green,29,LAD,156,156,150,1388.2,342,333,7,2,3,.994,13,11,2.20,2.18,OF
230,Ken Griffey Jr.,32,CIN,55,51,42,435.2,103,96,4,3,1,.971,-10,-28,2.07,1.82,OF
231,Marquis Grissom,35,LAD,102,75,63,740.1,178,169,5,4,0,.978,-1,-2,2.12,1.71,OF
232,Mark Grudzielanek,32,LAD,147,145,110,1226.1,626,253,366,7,76,.989,8,8,4.54,4.21,2B
233,Kevin Gryboski,28,ATL,57,0,0,51.2,6,2,4,0,0,1.000,,,1.05,0.11,P
234,Vladimir Guerrero,27,MON,161,160,147,1408.2,322,298,14,10,4,.969,4,3,1.99,1.94,OF
235,Wilton Guerrero,27,TOT,40,19,13,206.1,90,40,47,3,10,.967,-3,-15,3.79,2.12,2B-OF-3B-SS
236,José Guillén,26,TOT,64,55,39,494.0,105,99,5,1,0,.990,-1,-2,1.89,1.63,OF
237,Mark Guthrie,36,NYM,68,0,0,48.0,7,1,6,0,0,1.000,,,1.31,0.10,P
238,Luther Hackman,27,STL,43,6,0,81.0,13,1,11,1,1,.923,,,1.33,0.28,P
239,Bill Hall,22,MIL,15,9,8,91.0,41,17,22,2,5,.951,-1,-18,3.86,2.60,SS-3B
240,Joey Hamilton,31,CIN,39,17,0,124.2,24,7,14,3,0,.875,,,1.52,0.54,P
