home_moneyline,away_team_abbr,date,home_team_abbr,home_score,away_score
-108.0,MIA,2022-05-11 15:40:00,ARI,3.0,11.0
-148.0,PHI,2022-05-11 15:40:00,SEA,2.0,4.0
-220.0,COL,2022-05-11 15:45:00,SF,7.0,1.0
-162.0,CHC,2022-05-11 16:10:00,SD,5.0,7.0
158.0,NYM,2022-05-11 19:05:00,WAS,8.0,3.0
-118.0,TB,2022-05-11 19:07:00,LAA,2.0,4.0
-136.0,OAK,2022-05-11 19:10:00,DET,0.0,9.0
-116.0,BOS,2022-05-11 19:20:00,ATL,5.0,3.0
100.0,HOU,2022-05-11 19:40:00,MIN,3.0,11.0
-235.0,BAL,2022-05-11 19:45:00,STL,10.0,1.0
-160.0,KC,2022-05-11 20:05:00,TEX,2.0,8.0
-126.0,CLE,2022-05-11 14:10:00,CHW,,
130.0,NYM,2022-05-12 13:05:00,WAS,1.0,4.0
-120.0,OAK,2022-05-12 13:10:00,DET,3.0,5.0
-270.0,BAL,2022-05-12 13:15:00,STL,2.0,3.0
100.0,HOU,2022-05-12 15:10:00,MIN,0.0,5.0
-136.0,CIN,2022-05-12 18:35:00,PIT,0.0,4.0
-142.0,KC,2022-05-12 20:05:00,TEX,3.0,1.0
-144.0,NYY,2022-05-12 20:10:00,CHW,7.0,15.0
-156.0,PHI,2022-05-12 22:10:00,LAD,7.0,9.0
-106.0,CIN,2022-05-13 18:35:00,PIT,2.0,8.0
124.0,MIL,2022-05-13 18:40:00,MIA,1.0,2.0
126.0,HOU,2022-05-13 19:05:00,WAS,1.0,6.0
-245.0,SEA,2022-05-13 19:10:00,NYM,1.0,2.0
-152.0,BAL,2022-05-13 19:10:00,DET,4.0,2.0
100.0,TOR,2022-05-13 19:10:00,TB,5.0,2.0
-154.0,SD,2022-05-13 19:20:00,ATL,6.0,11.0
-124.0,BOS,2022-05-13 20:05:00,TEX,1.0,7.0
172.0,NYY,2022-05-13 20:10:00,CHW,4.0,10.0
-168.0,CLE,2022-05-13 20:10:00,MIN,12.0,8.0
102.0,SF,2022-05-13 20:15:00,STL,2.0,8.0
,KC,2022-05-13 20:40:00,COL,10.0,14.0
-128.0,CHC,2022-05-13 21:40:00,ARI,4.0,3.0
124.0,LAA,2022-05-13 21:40:00,OAK,0.0,2.0
-260.0,PHI,2022-05-13 22:10:00,LAD,10.0,12.0
-106.0,SF,2022-05-14 14:15:00,STL,4.0,0.0
-138.0,SD,2022-05-14 16:05:00,ATL,6.0,5.0
-140.0,LAA,2022-05-14 16:07:00,OAK,4.0,3.0
-122.0,BAL,2022-05-14 16:10:00,DET,3.0,0.0
-116.0,MIL,2022-05-14 18:10:00,MIA,9.0,3.0
106.0,TOR,2022-05-14 18:10:00,TB,1.0,5.0
106.0,CIN,2022-05-14 18:35:00,PIT,3.0,1.0
-128.0,BOS,2022-05-14 19:05:00,TEX,3.0,11.0
116.0,HOU,2022-05-14 19:05:00,WAS,13.0,6.0
130.0,NYY,2022-05-14 19:10:00,CHW,3.0,2.0
-156.0,SEA,2022-05-14 19:10:00,NYM,5.0,4.0
114.0,CLE,2022-05-14 19:10:00,MIN,2.0,3.0
-166.0,CHC,2022-05-14 20:10:00,ARI,2.0,4.0
-156.0,KC,2022-05-14 20:10:00,COL,10.0,4.0
138.0,LAA,2022-05-14 21:40:00,OAK,1.0,9.0
-190.0,PHI,2022-05-14 22:10:00,LAD,3.0,8.0
-122.0,SD,2022-05-15 11:35:00,ATL,3.0,7.0
164.0,HOU,2022-05-15 13:35:00,WAS,0.0,8.0
,CIN,2022-05-15 13:35:00,PIT,1.0,0.0
,SEA,2022-05-15 13:40:00,NYM,7.0,8.0
152.0,MIL,2022-05-15 13:40:00,MIA,3.0,7.0
-142.0,BAL,2022-05-15 13:40:00,DET,5.0,1.0
102.0,TOR,2022-05-15 13:40:00,TB,3.0,0.0
108.0,NYY,2022-05-15 14:10:00,CHW,1.0,5.0
-146.0,CLE,2022-05-15 14:10:00,MIN,3.0,1.0
-112.0,BOS,2022-05-15 14:35:00,TEX,7.0,1.0
,KC,2022-05-15 15:10:00,COL,7.0,8.0
110.0,LAA,2022-05-15 16:07:00,OAK,1.0,4.0
-126.0,CHC,2022-05-15 16:10:00,ARI,2.0,3.0
-152.0,PHI,2022-05-15 16:10:00,LAD,5.0,4.0
118.0,SF,2022-05-15 19:08:00,STL,15.0,6.0
-200.0,WAS,2022-05-16 18:40:00,MIA,8.0,2.0
-215.0,DET,2022-05-16 18:40:00,TB,2.0,3.0
156.0,NYY,2022-05-16 19:05:00,BAL,2.0,6.0
-174.0,SEA,2022-05-16 19:07:00,TOR,6.0,2.0
-134.0,HOU,2022-05-16 19:10:00,BOS,6.0,3.0
-178.0,PIT,2022-05-16 19:40:00,CHC,9.0,0.0
-166.0,ATL,2022-05-16 19:40:00,MIL,1.0,0.0
118.0,LAA,2022-05-16 20:05:00,TEX,7.0,4.0
-108.0,CHW,2022-05-16 20:10:00,KC,3.0,5.0
130.0,SF,2022-05-16 20:40:00,COL,6.0,7.0
112.0,MIN,2022-05-16 21:40:00,OAK,1.0,3.0
-260.0,ARI,2022-05-16 22:10:00,LAD,5.0,4.0
-118.0,STL,2022-05-16 19:10:00,NYM,,
164.0,CHW,2022-05-17 14:10:00,KC,0.0,3.0
-260.0,ARI,2022-05-17 15:10:00,LAD,7.0,6.0
-130.0,STL,2022-05-17 15:10:00,NYM,3.0,1.0
-164.0,CIN,2022-05-17 18:10:00,CLE,4.0,5.0
,STL,2022-05-17 18:10:00,NYM,3.0,4.0
,WAS,2022-05-17 18:40:00,MIA,5.0,1.0
-320.0,DET,2022-05-17 18:40:00,TB,8.0,1.0
-122.0,SD,2022-05-17 18:45:00,PHI,0.0,3.0
200.0,NYY,2022-05-17 19:05:00,BAL,4.0,5.0
-146.0,SEA,2022-05-17 19:07:00,TOR,3.0,0.0
-158.0,HOU,2022-05-17 19:10:00,BOS,4.0,13.0
-112.0,CHW,2022-05-17 19:10:00,KC,2.0,1.0
-154.0,PIT,2022-05-17 19:40:00,CHC,7.0,0.0
-116.0,ATL,2022-05-17 19:40:00,MIL,0.0,3.0
114.0,LAA,2022-05-17 20:05:00,TEX,10.0,5.0
138.0,SF,2022-05-17 20:40:00,COL,7.0,10.0
-108.0,MIN,2022-05-17 21:40:00,OAK,5.0,2.0
-200.0,ARI,2022-05-17 22:10:00,LAD,12.0,3.0
,ATL,2022-05-18 13:10:00,MIL,7.0,6.0
-164.0,DET,2022-05-18 13:10:00,TB,6.0,1.0
146.0,SF,2022-05-18 15:10:00,COL,5.0,3.0
144.0,MIN,2022-05-18 15:37:00,OAK,4.0,14.0
-320.0,ARI,2022-05-18 16:10:00,LAD,5.0,3.0
,HOU,2022-05-18 18:10:00,BOS,5.0,1.0
-180.0,WAS,2022-05-18 18:40:00,MIA,4.0,5.0
-164.0,SD,2022-05-18 18:45:00,PHI,3.0,0.0
220.0,NYY,2022-05-18 19:05:00,BAL,2.0,3.0
-260.0,SEA,2022-05-18 19:07:00,TOR,1.0,5.0
-210.0,STL,2022-05-18 19:10:00,NYM,11.0,4.0
,PIT,2022-05-18 19:40:00,CHC,2.0,3.0
156.0,LAA,2022-05-18 20:05:00,TEX,6.0,5.0
128.0,CHW,2022-05-18 20:10:00,KC,6.0,2.0
-134.0,CIN,2022-05-18 18:10:00,CLE,,
172.0,NYY,2022-05-19 12:35:00,BAL,9.0,6.0
-106.0,SD,2022-05-19 13:05:00,PHI,0.0,2.0
-148.0,CIN,2022-05-19 13:10:00,CLE,2.0,4.0
-205.0,STL,2022-05-19 13:10:00,NYM,7.0,6.0
104.0,CHW,2022-05-19 14:10:00,KC,4.0,7.0
-122.0,SEA,2022-05-19 19:10:00,BOS,12.0,6.0
-126.0,ARI,2022-05-19 19:40:00,CHC,1.0,3.0
-225.0,TEX,2022-05-19 20:10:00,HOU,5.0,1.0
-142.0,ARI,2022-05-20 14:20:00,CHC,6.0,10.0
116.0,STL,2022-05-20 18:35:00,PIT,3.0,5.0
102.0,ATL,2022-05-20 18:40:00,MIA,3.0,5.0
,TB,2022-05-20 19:05:00,BAL,8.0,6.0
114.0,LAD,2022-05-20 19:05:00,PHI,1.0,4.0
-198.0,CIN,2022-05-20 19:07:00,TOR,2.0,1.0
-108.0,SEA,2022-05-20 19:10:00,BOS,7.0,3.0
-120.0,DET,2022-05-20 19:10:00,CLE,6.0,1.0
,WAS,2022-05-20 20:10:00,MIL,7.0,0.0
-174.0,TEX,2022-05-20 20:10:00,HOU,0.0,3.0
114.0,MIN,2022-05-20 20:10:00,KC,4.0,6.0
-220.0,OAK,2022-05-20 21:38:00,LAA,2.0,4.0
,SD,2022-05-20 22:15:00,SF,7.0,8.0
-220.0,CHW,2022-05-20 19:05:00,NYY,,
106.0,NYM,2022-05-20 20:40:00,COL,,
-230.0,CHW,2022-05-21 13:05:00,NYY,7.0,5.0
-142.0,ARI,2022-05-21 14:20:00,CHC,6.0,7.0
-260.0,CIN,2022-05-21 15:07:00,TOR,3.0,1.0
116.0,NYM,2022-05-21 15:10:00,COL,1.0,5.0
-166.0,SD,2022-05-21 16:05:00,SF,1.0,2.0
-164.0,SEA,2022-05-21 16:10:00,BOS,6.0,5.0
-120.0,LAD,2022-05-21 18:05:00,PHI,4.0,7.0
118.0,ATL,2022-05-21 18:10:00,MIA,3.0,4.0
100.0,STL,2022-05-21 18:35:00,PIT,4.0,5.0
-102.0,TB,2022-05-21 19:05:00,BAL,1.0,6.0
-192.0,TEX,2022-05-21 19:10:00,HOU,2.0,1.0
-250.0,WAS,2022-05-21 19:10:00,MIL,5.0,1.0
130.0,MIN,2022-05-21 19:10:00,KC,2.0,9.0
,NYM,2022-05-21 20:40:00,COL,11.0,3.0
-148.0,OAK,2022-05-21 21:07:00,LAA,5.0,3.0
-190.0,DET,2022-05-21 18:10:00,CLE,,
140.0,STL,2022-05-22 11:35:00,PIT,4.0,18.0
144.0,TB,2022-05-22 13:35:00,BAL,7.0,6.0
-164.0,SEA,2022-05-22 13:35:00,BOS,8.0,4.0
116.0,LAD,2022-05-22 13:35:00,PHI,4.0,3.0
-255.0,CIN,2022-05-22 13:37:00,TOR,2.0,3.0
,ATL,2022-05-22 13:40:00,MIA,4.0,3.0
-190.0,DET,2022-05-22 13:40:00,CLE,2.0,4.0
-280.0,WAS,2022-05-22 14:10:00,MIL,2.0,8.0
-215.0,TEX,2022-05-22 14:10:00,HOU,5.0,2.0
,MIN,2022-05-22 14:10:00,KC,6.0,7.0
-148.0,ARI,2022-05-22 14:20:00,CHC,5.0,4.0
,CHW,2022-05-22 15:05:00,NYY,1.0,3.0
102.0,NYM,2022-05-22 15:10:00,COL,0.0,2.0
,SD,2022-05-22 16:05:00,SF,1.0,10.0
-220.0,OAK,2022-05-22 16:07:00,LAA,4.0,1.0
-178.0,CHW,2022-05-22 19:08:00,NYY,0.0,5.0
,COL,2022-05-23 18:35:00,PIT,2.0,1.0
,CHC,2022-05-23 18:40:00,CIN,4.0,7.0
180.0,LAD,2022-05-23 19:05:00,WAS,1.0,10.0
-320.0,BAL,2022-05-23 19:05:00,NYY,4.0,6.0
102.0,PHI,2022-05-23 19:20:00,ATL,3.0,7.0
-250.0,DET,2022-05-23 19:40:00,MIN,5.0,4.0
-134.0,TOR,2022-05-23 19:45:00,STL,7.0,3.0
-184.0,CLE,2022-05-23 20:10:00,HOU,1.0,6.0
124.0,KC,2022-05-23 21:40:00,ARI,9.0,5.0
-172.0,OAK,2022-05-23 21:40:00,SEA,7.0,6.0
-122.0,MIL,2022-05-23 21:40:00,SD,3.0,2.0
-134.0,NYM,2022-05-23 21:45:00,SF,3.0,13.0
-118.0,COL,2022-05-24 18:35:00,PIT,1.0,2.0
-182.0,MIA,2022-05-24 18:40:00,TB,4.0,0.0
-120.0,CHC,2022-05-24 18:40:00,CIN,4.0,11.0
184.0,LAD,2022-05-24 19:05:00,WAS,4.0,9.0
-230.0,BAL,2022-05-24 19:05:00,NYY,7.0,6.0
-184.0,PHI,2022-05-24 19:20:00,ATL,6.0,5.0
-260.0,DET,2022-05-24 19:40:00,MIN,2.0,0.0
116.0,TOR,2022-05-24 19:45:00,STL,1.0,8.0
104.0,BOS,2022-05-24 20:10:00,CHW,3.0,16.0
-235.0,CLE,2022-05-24 20:10:00,HOU,7.0,3.0
-158.0,TEX,2022-05-24 21:38:00,LAA,5.0,3.0
-215.0,KC,2022-05-24 21:40:00,ARI,8.0,6.0
,OAK,2022-05-24 21:40:00,SEA,5.0,7.0
,MIL,2022-05-24 21:40:00,SD,1.0,4.0
,NYM,2022-05-24 21:45:00,SF,13.0,12.0
,COL,2022-05-25 12:35:00,PIT,10.0,5.0
-205.0,DET,2022-05-25 13:10:00,MIN,2.0,4.0
-116.0,NYM,2022-05-25 15:45:00,SF,9.0,3.0
166.0,LAD,2022-05-25 16:05:00,WAS,1.0,0.0
-152.0,MIL,2022-05-25 16:10:00,SD,1.0,2.0
-205.0,OAK,2022-05-25 16:10:00,SEA,2.0,4.0
-160.0,CHC,2022-05-25 18:40:00,CIN,4.0,3.0
-190.0,MIA,2022-05-25 18:40:00,TB,5.0,4.0
-158.0,BAL,2022-05-25 19:05:00,NYY,2.0,0.0
-164.0,PHI,2022-05-25 19:20:00,ATL,8.0,4.0
-176.0,BOS,2022-05-25 20:10:00,CHW,3.0,1.0
-215.0,CLE,2022-05-25 20:10:00,HOU,2.0,1.0
-178.0,TEX,2022-05-25 21:38:00,LAA,2.0,7.0
-104.0,CHC,2022-05-26 12:35:00,CIN,20.0,5.0
-102.0,NYY,2022-05-26 18:40:00,TB,2.0,7.0
-116.0,COL,2022-05-26 19:05:00,WAS,7.0,3.0
-136.0,CLE,2022-05-26 19:10:00,DET,4.0,3.0
-112.0,PHI,2022-05-26 19:20:00,ATL,1.0,4.0
-190.0,KC,2022-05-26 19:40:00,MIN,2.0,3.0
-128.0,MIL,2022-05-26 19:45:00,STL,3.0,4.0
154.0,BOS,2022-05-26 20:10:00,CHW,7.0,16.0
-172.0,TOR,2022-05-26 21:38:00,LAA,3.0,6.0
152.0,LAD,2022-05-26 21:40:00,ARI,1.0,14.0
-126.0,TEX,2022-05-26 21:40:00,OAK,1.0,4.0
188.0,SF,2022-05-27 18:40:00,CIN,5.0,1.0
-184.0,BAL,2022-05-27 19:10:00,BOS,8.0,12.0
-200.0,PHI,2022-05-27 19:10:00,NYM,8.0,6.0
-126.0,NYY,2022-05-27 19:10:00,TB,0.0,2.0
-158.0,MIA,2022-05-27 19:20:00,ATL,6.0,4.0
-184.0,KC,2022-05-27 20:10:00,MIN,10.0,7.0
122.0,MIL,2022-05-27 20:15:00,STL,4.0,2.0
110.0,TOR,2022-05-27 21:38:00,LAA,3.0,4.0
,TEX,2022-05-27 21:40:00,OAK,5.0,8.0
132.0,LAD,2022-05-27 21:40:00,ARI,4.0,6.0
-235.0,PIT,2022-05-27 21:40:00,SD,4.0,3.0
,HOU,2022-05-27 21:40:00,SEA,6.0,1.0
-112.0,COL,2022-05-27 19:05:00,WAS,,
130.0,CLE,2022-05-27 19:10:00,DET,,
,COL,2022-05-28 12:05:00,WAS,13.0,7.0
-196.0,BAL,2022-05-28 12:10:00,BOS,5.0,3.0
,KC,2022-05-28 14:10:00,MIN,3.0,7.0
-116.0,MIL,2022-05-28 14:15:00,STL,8.0,3.0
,TEX,2022-05-28 16:07:00,OAK,4.0,11.0
136.0,CLE,2022-05-28 16:10:00,DET,1.0,8.0
-120.0,MIA,2022-05-28 16:10:00,ATL,1.0,4.0
124.0,NYY,2022-05-28 16:10:00,TB,3.0,1.0
156.0,SF,2022-05-28 16:10:00,CIN,3.0,2.0
-120.0,COL,2022-05-28 18:05:00,WAS,2.0,3.0
-158.0,BAL,2022-05-28 18:10:00,BOS,2.0,4.0
225.0,LAD,2022-05-28 19:15:00,ARI,2.0,3.0
-122.0,PHI,2022-05-28 19:15:00,NYM,8.0,2.0
-146.0,CHC,2022-05-28 19:15:00,CHW,1.0,5.0
-132.0,TOR,2022-05-28 22:07:00,LAA,5.0,6.0
-240.0,PIT,2022-05-28 22:10:00,SD,2.0,4.0
106.0,HOU,2022-05-28 22:10:00,SEA,6.0,0.0
128.0,SF,2022-05-29 11:35:00,CIN,4.0,6.0
-205.0,BAL,2022-05-29 13:35:00,BOS,12.0,2.0
-120.0,COL,2022-05-29 13:35:00,WAS,6.0,5.0
-235.0,MIA,2022-05-29 13:35:00,ATL,6.0,3.0
-144.0,NYY,2022-05-29 13:40:00,TB,4.0,2.0
138.0,CLE,2022-05-29 13:40:00,DET,2.0,1.0
-198.0,KC,2022-05-29 14:10:00,MIN,7.0,3.0
,CHC,2022-05-29 14:10:00,CHW,5.0,4.0
124.0,MIL,2022-05-29 14:15:00,STL,0.0,8.0
102.0,TEX,2022-05-29 16:07:00,OAK,6.0,5.0
-154.0,TOR,2022-05-29 16:07:00,LAA,10.0,11.0
180.0,LAD,2022-05-29 16:10:00,ARI,1.0,3.0
-178.0,PIT,2022-05-29 16:10:00,SD,4.0,2.0
130.0,HOU,2022-05-29 16:10:00,SEA,1.0,2.0
108.0,PHI,2022-05-29 19:08:00,NYM,5.0,4.0
,MIL,2022-05-30 13:05:00,CHC,6.0,7.0
124.0,MIN,2022-05-30 13:10:00,DET,7.0,5.0
-122.0,SD,2022-05-30 14:15:00,STL,6.0,3.0
100.0,SF,2022-05-30 16:05:00,PHI,4.0,5.0
134.0,HOU,2022-05-30 16:07:00,OAK,1.0,5.0
,MIA,2022-05-30 16:10:00,COL,7.0,1.0
-174.0,KC,2022-05-30 18:10:00,CLE,7.0,3.0
-178.0,WAS,2022-05-30 19:10:00,NYM,13.0,5.0
-178.0,BAL,2022-05-30 19:10:00,BOS,0.0,10.0
-106.0,MIL,2022-05-30 19:40:00,CHC,1.0,3.0
114.0,TB,2022-05-30 20:05:00,TEX,9.0,5.0
102.0,ATL,2022-05-30 20:10:00,ARI,6.0,2.0
-370.0,PIT,2022-05-30 22:10:00,LAD,5.0,6.0
124.0,MIN,2022-05-31 13:10:00,DET,2.0,8.0
-142.0,KC,2022-05-31 18:10:00,CLE,8.0,3.0
-156.0,SF,2022-05-31 18:45:00,PHI,4.0,7.0
-152.0,LAA,2022-05-31 19:05:00,NYY,9.0,1.0
114.0,SEA,2022-05-31 19:05:00,BAL,0.0,10.0
-200.0,CHW,2022-05-31 19:07:00,TOR,6.0,5.0
120.0,MIN,2022-05-31 19:10:00,DET,4.0,0.0
-154.0,CIN,2022-05-31 19:10:00,BOS,1.0,2.0
-235.0,WAS,2022-05-31 19:10:00,NYM,10.0,0.0
-134.0,SD,2022-05-31 19:45:00,STL,3.0,2.0
,TB,2022-05-31 20:05:00,TEX,3.0,0.0
-110.0,MIL,2022-05-31 20:05:00,CHC,8.0,7.0
142.0,ATL,2022-05-31 21:40:00,ARI,8.0,7.0
100.0,HOU,2022-05-31 21:40:00,OAK,1.0,3.0
-350.0,PIT,2022-05-31 22:10:00,LAD,3.0,5.0
,MIA,2022-05-31 20:40:00,COL,,
,KC,2022-06-01 13:10:00,CLE,4.0,0.0
-250.0,WAS,2022-06-01 13:10:00,NYM,5.0,0.0
,SD,2022-06-01 13:15:00,STL,5.0,2.0
,MIA,2022-06-01 15:10:00,COL,1.0,14.0
,HOU,2022-06-01 15:37:00,OAK,4.0,5.0
,ATL,2022-06-01 15:40:00,ARI,0.0,6.0
,SF,2022-06-01 18:05:00,PHI,6.0,5.0
,MIA,2022-06-01 18:10:00,COL,13.0,12.0
,SEA,2022-06-01 19:05:00,BAL,9.0,2.0
,CHW,2022-06-01 19:07:00,TOR,7.0,3.0
,MIN,2022-06-01 19:10:00,DET,5.0,0.0
,CIN,2022-06-01 19:10:00,BOS,7.0,1.0
,MIL,2022-06-01 20:05:00,CHC,4.0,3.0
,TB,2022-06-01 20:05:00,TEX,3.0,4.0
,PIT,2022-06-01 20:10:00,LAD,4.0,8.0
,LAA,2022-06-01 19:05:00,NYY,,
,LAA,2022-06-02 13:05:00,NYY,6.0,1.0
,MIN,2022-06-02 13:10:00,DET,3.0,2.0
,TB,2022-06-02 14:05:00,TEX,1.0,3.0
-184.0,CHW,2022-06-02 15:07:00,TOR,8.0,3.0
-148.0,SF,2022-06-02 18:40:00,MIA,3.0,0.0
,WAS,2022-06-02 18:40:00,CIN,8.0,1.0
,SEA,2022-06-02 19:05:00,BAL,6.0,7.0
,LAA,2022-06-02 19:05:00,NYY,2.0,1.0
,SD,2022-06-02 19:40:00,MIL,5.0,4.0
,STL,2022-06-02 20:05:00,CHC,7.0,5.0
,ATL,2022-06-02 20:40:00,COL,6.0,13.0
-190.0,NYM,2022-06-02 22:10:00,LAD,2.0,0.0
,STL,2022-06-03 14:20:00,CHC,5.0,14.0
-116.0,SF,2022-06-03 18:40:00,MIA,6.0,15.0
-164.0,WAS,2022-06-03 18:40:00,CIN,5.0,8.0
-118.0,ARI,2022-06-03 19:05:00,PIT,6.0,8.0
118.0,CLE,2022-06-03 19:05:00,BAL,3.0,6.0
-118.0,LAA,2022-06-03 19:05:00,PHI,10.0,0.0
-370.0,DET,2022-06-03 19:05:00,NYY,13.0,0.0
-250.0,MIN,2022-06-03 19:07:00,TOR,3.0,9.0
-196.0,CHW,2022-06-03 19:10:00,TB,6.0,3.0
-118.0,SEA,2022-06-03 20:05:00,TEX,3.0,4.0
106.0,HOU,2022-06-03 20:10:00,KC,3.0,10.0
-178.0,SD,2022-06-03 20:10:00,MIL,0.0,7.0
152.0,ATL,2022-06-03 20:40:00,COL,1.0,3.0
,BOS,2022-06-03 21:40:00,OAK,2.0,7.0
-158.0,NYM,2022-06-03 22:10:00,LAD,6.0,1.0
-400.0,DET,2022-06-04 13:05:00,NYY,3.0,0.0
-112.0,STL,2022-06-04 13:20:00,CHC,6.0,1.0
-196.0,MIN,2022-06-04 15:07:00,TOR,12.0,3.0
-126.0,ARI,2022-06-04 16:05:00,PIT,2.0,1.0
-126.0,SEA,2022-06-04 16:05:00,TEX,3.0,2.0
102.0,CLE,2022-06-04 16:05:00,BAL,5.0,4.0
110.0,BOS,2022-06-04 16:07:00,OAK,0.0,8.0
-110.0,SF,2022-06-04 16:10:00,MIA,5.0,4.0
-126.0,SD,2022-06-04 16:10:00,MIL,0.0,4.0
150.0,HOU,2022-06-04 16:10:00,KC,6.0,0.0
-142.0,WAS,2022-06-04 16:10:00,CIN,8.0,10.0
-126.0,CHW,2022-06-04 16:10:00,TB,2.0,3.0
-168.0,LAA,2022-06-04 19:15:00,PHI,7.0,2.0
-106.0,STL,2022-06-04 19:15:00,CHC,4.0,7.0
168.0,ATL,2022-06-04 21:10:00,COL,2.0,6.0
-190.0,NYM,2022-06-04 22:10:00,LAD,4.0,9.0
-300.0,DET,2022-06-05 11:35:00,NYY,5.0,4.0
,LAA,2022-06-05 13:35:00,PHI,9.0,7.0
-104.0,CLE,2022-06-05 13:35:00,BAL,2.0,3.0
,ARI,2022-06-05 13:35:00,PIT,3.0,0.0
,MIN,2022-06-05 13:37:00,TOR,6.0,8.0
-102.0,CHW,2022-06-05 13:40:00,TB,5.0,6.0
,WAS,2022-06-05 13:40:00,CIN,4.0,5.0
,SF,2022-06-05 13:40:00,MIA,1.0,5.0
-126.0,SD,2022-06-05 14:10:00,MIL,4.0,6.0
198.0,HOU,2022-06-05 14:10:00,KC,4.0,7.0
,SEA,2022-06-05 14:35:00,TEX,5.0,6.0
138.0,ATL,2022-06-05 15:10:00,COL,7.0,8.0
-116.0,BOS,2022-06-05 16:07:00,OAK,2.0,5.0
,NYM,2022-06-05 16:10:00,LAD,4.0,5.0
120.0,STL,2022-06-05 19:08:00,CHC,3.0,5.0
-122.0,ARI,2022-06-06 18:40:00,CIN,7.0,0.0
164.0,TOR,2022-06-06 20:10:00,KC,0.0,8.0
-168.0,SEA,2022-06-06 20:10:00,HOU,4.0,7.0
-130.0,BOS,2022-06-06 21:38:00,LAA,0.0,1.0
-120.0,NYM,2022-06-06 21:40:00,SD,5.0,11.0
-120.0,TEX,2022-06-06 19:10:00,CLE,,
-120.0,TEX,2022-06-07 15:10:00,CLE,6.0,3.0
,TEX,2022-06-07 18:10:00,CLE,3.0,6.0
-180.0,WAS,2022-06-07 18:40:00,MIA,12.0,2.0
-166.0,ARI,2022-06-07 18:40:00,CIN,14.0,8.0
-142.0,DET,2022-06-07 19:05:00,PIT,3.0,5.0
100.0,CHC,2022-06-07 19:05:00,BAL,9.0,3.0
-146.0,STL,2022-06-07 19:10:00,TB,4.0,2.0
-270.0,OAK,2022-06-07 19:20:00,ATL,3.0,2.0
166.0,NYY,2022-06-07 19:40:00,MIN,4.0,10.0
,PHI,2022-06-07 20:10:00,MIL,2.0,3.0
-290.0,SEA,2022-06-07 20:10:00,HOU,4.0,1.0
106.0,LAD,2022-06-07 20:10:00,CHW,4.0,0.0
198.0,TOR,2022-06-07 20:10:00,KC,0.0,7.0
120.0,BOS,2022-06-07 21:38:00,LAA,5.0,6.0
-138.0,NYM,2022-06-07 21:40:00,SD,7.0,0.0
-260.0,COL,2022-06-07 21:45:00,SF,3.0,5.0
-152.0,ARI,2022-06-09 12:35:00,CIN,4.0,5.0
-168.0,STL,2022-06-09 13:10:00,TB,2.0,1.0
112.0,LAD,2022-06-09 14:10:00,CHW,9.0,11.0
-172.0,PHI,2022-06-09 14:10:00,MIL,3.0,8.0
-255.0,COL,2022-06-09 15:45:00,SF,2.0,4.0
-158.0,WAS,2022-06-09 18:40:00,MIA,7.0,4.0
-162.0,OAK,2022-06-09 19:10:00,CLE,8.0,4.0
-320.0,PIT,2022-06-09 19:20:00,ATL,3.0,1.0
176.0,NYY,2022-06-09 19:40:00,MIN,7.0,10.0
-112.0,BAL,2022-06-09 20:10:00,KC,7.0,5.0
-126.0,BOS,2022-06-09 21:38:00,LAA,5.0,2.0
-116.0,DET,2022-06-08 12:35:00,PIT,1.0,3.0
120.0,TOR,2022-06-08 14:10:00,KC,8.0,4.0
-138.0,SEA,2022-06-08 18:40:00,HOU,3.0,6.0
-120.0,ARI,2022-06-08 18:40:00,CIN,0.0,7.0
-198.0,WAS,2022-06-08 18:40:00,MIA,2.0,1.0
-146.0,STL,2022-06-08 19:10:00,TB,11.0,3.0
-174.0,TEX,2022-06-08 19:10:00,CLE,4.0,0.0
-250.0,OAK,2022-06-08 19:20:00,ATL,13.0,2.0
152.0,NYY,2022-06-08 19:40:00,MIN,8.0,1.0
108.0,PHI,2022-06-08 20:10:00,MIL,0.0,10.0
148.0,LAD,2022-06-08 20:10:00,CHW,1.0,4.0
140.0,BOS,2022-06-08 21:38:00,LAA,0.0,1.0
-134.0,NYM,2022-06-08 21:40:00,SD,13.0,2.0
-240.0,COL,2022-06-08 21:45:00,SF,2.0,1.0
108.0,CHC,2022-06-08 19:05:00,BAL,,
-158.0,ARI,2022-06-10 19:05:00,PHI,7.0,5.0
-250.0,CHC,2022-06-10 19:05:00,NYY,2.0,1.0
156.0,MIL,2022-06-10 19:05:00,WAS,11.0,5.0
-168.0,OAK,2022-06-10 19:10:00,CLE,3.0,2.0
184.0,TOR,2022-06-10 19:10:00,DET,1.0,10.0
-205.0,PIT,2022-06-10 19:20:00,ATL,4.0,2.0
-138.0,TEX,2022-06-10 20:10:00,CHW,8.0,3.0
-158.0,MIA,2022-06-10 20:10:00,HOU,4.0,7.0
,TB,2022-06-10 20:10:00,MIN,9.0,4.0
-104.0,BAL,2022-06-10 20:10:00,KC,8.0,1.0
,CIN,2022-06-10 20:15:00,STL,2.0,0.0
118.0,NYM,2022-06-10 21:38:00,LAA,3.0,7.0
-300.0,COL,2022-06-10 21:40:00,SD,9.0,0.0
-124.0,BOS,2022-06-10 22:10:00,SEA,3.0,4.0
138.0,LAD,2022-06-10 22:15:00,SF,7.0,2.0
